0.0001871841168397066   0.0013522654614519796   0.00015691221881191037   0.0011019453635207031
0.00027900580693278993   0.01133984561461832   0.00015963345024644222   0.0025501101009171535
0.0003460077244355732   0.020963185479935628   0.0001766854348385857   0.006318006036609094
0.0005331273325071703   0.04230027006477144   0.00020827746584479805   0.02335075714662906
0.0008090644060028893   0.06558872789494703   0.0002631235911546111   0.0682802531007725
0.001465395634635677   0.10886666414107105   0.00032763886575168155   0.12499887418119353
0.0026974248621120128   0.17720607564076804   0.00046798808123419127   0.20551511653535054
0.005211733262792744   0.27739003877936513   0.0007428468375969667   0.26472849755932965
0.008579509851682054   0.3386304016338357   0.0018740615136678591   0.30466014724831786
---    ---   0.003866998644553024   0.3243581152727725
---    ---   0.008240296822989542   0.3470065919295057
