0.09668694905290175   7.014685322268701e-12   0.09537662440837633   7.016006952065733e-12
0.06554430757054013   1.2902285138304335e-11   0.05378219529869083   1.7779504105647482e-11
0.04566404451786444   2.963521643811945e-11   0.03224770184829247   4.3608829830542314e-11
0.04566404451786444   2.963521643811945e-11   0.015023280272972072   1.5718924634411232e-10
0.027759594935591877   1.287956097599657e-10   0.009843493615317422   4.1035444343665577e-10
0.0190804219254017   5.768518979966875e-10   0.006719286705402182   1.2158406531027179e-9
0.01534177848671364   1.760381128967869e-9   0.005115760376830034   3.833124927046173e-9
0.01160228703998025   8.941778608132776e-9   0.003816410702671324   2.010289782549144e-8
0.009587009478365499   2.7277380178569582e-8   0.003006652222761972   8.433161693734805e-8
0.007975741172537583   7.097528794160533e-8   0.0023847618841281817   2.574036038588737e-7
0.005482049834895488   3.0793833958480356e-7   0.0017193004825831304   0.0000010473010324687703
0.003742163269863552   9.722873049530252e-7   0.0013730005794345558   0.0000029994490361248133
0.0026249921145788183   0.0000023051640624563668   0.0011344845436755337   0.000008057374838349498
0.001696650670497728   0.0000064140641306018155   0.000896780665990504   0.000026629001519435106
0.0011463237749806331   0.000016213577506731952   0.0007040667865411172   0.0000908581252272301
0.0007333819558806308   0.000046577732063294266   0.0005584389254309826   0.00027732432654202233
0.00044886964426493764   0.0001782394045710916   0.00042087803321591143   0.00132194168751839
0.0003213788502194676   0.00043610883759358823   0.00032152159503601434   0.003554960900291906
0.0002601291881745055   0.0005640484129167107   0.00027298218706788143   0.005217910493125235
