100896.47690287221     4.842011510922047
116221.82705092547     6.543871575379767
140964.67114225368     11.217961404456645
159824.1306458061     16.41142526868351
173972.80387630418     21.48749983710482
185776.2804773599     25.580992114028287
192864.89220252726     27.691137220948196
202323.1721741401     29.975345646147943
214157.2382964493     31.685501493984457
235469.9774045403     33.493225291776014
269817.9311694987     35.1245699385249
299428.5877429829     36.54455849754624
323119.15230318706     37.423960133377896
344442.0879183627     38.02195324008181
363395.3552870931     38.629501609093396
396562.5535316622     39.87387730343486
430916.6252008715     40.833395063922985
465268.6575686635     42.14876498117366
493700.59792317555     42.82225519506332
522130.4989762708     43.85272218705255
557667.3654672859     45.26535396709682
633480.4349422063     48.22859910463612
695075.494938454     51.385829729432025
775619.743700598     56.51340345780344
818257.4577252817     60.21298941760529
849046.830517738     64.1547645827376
882199.753652389     69.9994559128301
896403.4880211436     73.99307054159362
907054.7593216469     77.59702920705493
917689.7162108148     86.70374686866707
922392.3452782017     100
922498.3889518805     66.22138792493902
923856.5636955408     33.759756967625364
927694.528962159     11.217961404456645
939828.3723927533     3.698164545154886
948171.1544893183     3.05752524558077
970723.7888588888     2.609295322861278
994442.9036389297     2.3914289758689597
1027638.6521033355     2.2091951401217265
1063197.9509099363     2.0899586499368263
1103494.5469080112     1.9928914727025335
1139049.7671117783     1.9154549621260346
1167491.903973375     1.87044491452412
1198301.6697800006     1.8410273525621612
