5.49944305e+00 7.33540306e-17
6.49944305e+00 1.92403327e-16
7.49944305e+00 2.86949589e-16
8.49944305e+00 3.29038048e-16
9.49944305e+00 3.29038048e-16
1.04994431e+01 3.29038048e-16
1.14994431e+01 5.10338493e-16
1.24994431e+01 8.23754841e-16
1.34994431e+01 8.17760703e-16
1.44994431e+01 8.03943428e-16
1.54994431e+01 8.03943428e-16
1.64994431e+01 7.29215645e-16
1.74994431e+01 7.27430995e-16
1.84994431e+01 7.27430995e-16
1.94994431e+01 4.80938311e-16
2.04994431e+01 3.74940722e-16
2.14994431e+01 3.74940722e-16
2.24994431e+01 3.74940722e-16
2.34994431e+01 3.74940722e-16
2.44994431e+01 3.74940722e-16
2.54994431e+01 3.74940722e-16
2.64994431e+01 3.74940722e-16
2.74994431e+01 3.74940722e-16
2.84994431e+01 3.74940722e-16
2.94994431e+01 1.97582464e-16
3.04994431e+01 1.51573720e-16
3.14994431e+01 1.14590043e-16
3.24994431e+01 2.08692618e-16
3.34994431e+01 3.18024847e-16
3.44994431e+01 8.56762207e-17
3.54994431e+01 8.20956119e-17
3.64994431e+01 1.33003743e-16
3.74994431e+01 9.82766635e-17
3.84994431e+01 7.70992802e-17
3.94994431e+01 7.72985638e-17
4.04994431e+01 1.26847574e-16
4.14994431e+01 7.52696002e-17
4.24994431e+01 6.89399898e-17
4.34994431e+01 8.07775472e-17
4.44994431e+01 1.30968554e-16
4.54994431e+01 9.12809561e-17
4.64994431e+01 7.61807337e-17
4.74994431e+01 6.05974013e-17
4.84994431e+01 5.43982086e-17
4.94994431e+01 6.23000309e-17
5.04994431e+01 7.60897063e-17
5.14994431e+01 4.60474512e-17
5.24994431e+01 5.79484060e-17
5.34994431e+01 4.52706053e-17
5.44994431e+01 6.90609361e-17
5.54994431e+01 4.26404406e-17
5.64994431e+01 4.09966655e-17
5.74994431e+01 6.57415382e-17
5.84994431e+01 3.90510293e-17
5.94994431e+01 4.20376095e-17
6.04994431e+01 3.75577047e-17
6.14994431e+01 3.47339574e-17
6.24994431e+01 5.05212110e-17
6.34994431e+01 9.37748315e-17
6.44994431e+01 3.35443665e-17
6.54994431e+01 5.61566416e-17
6.64994431e+01 5.73250767e-17
6.74994431e+01 3.69115131e-17
6.84994431e+01 2.81484019e-17
6.94994431e+01 3.61969917e-17
7.04994431e+01 2.64560282e-17
7.14994431e+01 2.51472066e-17
7.24994431e+01 2.46501953e-17
7.34994431e+01 3.13228725e-17
7.44994431e+01 3.08944784e-17
7.54994431e+01 3.01632194e-17
7.64994431e+01 2.93405948e-17
7.74994431e+01 2.36993507e-17
7.84994431e+01 2.36696745e-17
7.94994431e+01 2.07336529e-17
8.04994431e+01 2.16511017e-17
8.14994431e+01 2.13996619e-17
8.24994431e+01 2.05816005e-17
8.34994431e+01 2.06827374e-17
8.44994431e+01 1.76755472e-17
8.54994431e+01 1.75938621e-17
8.64994431e+01 1.74453925e-17
8.74994431e+01 2.65395595e-17
8.84994431e+01 2.27311542e-17
8.94994431e+01 1.72625256e-17
9.04994431e+01 1.91925568e-17
9.14994431e+01 2.07012551e-17
9.24994431e+01 1.54690053e-17
9.34994431e+01 3.99476371e-17
9.44994431e+01 2.12837807e-17
9.54994431e+01 1.52834645e-17
9.64994431e+01 1.44475589e-17
9.74994431e+01 1.71407363e-17
9.84994431e+01 2.63608708e-17
9.94994431e+01 1.37427468e-17
1.00499443e+02 6.77779215e-16
1.01499443e+02 6.78149069e-16
