9.21781493e-03 1.59465817e+02
9.89359758e-03 1.48573497e+02
1.00863522e-02 5.63459940e+01
1.08956635e-02 4.50662507e+01
1.08956635e-02 4.50662507e+01
1.19222940e-02 3.82824083e+01
1.19222940e-02 2.13319716e+01
1.27143098e-02 2.00031336e+01
1.28789181e-02 1.42119706e+02
1.58221266e-02 1.24455719e+02
1.58221266e-02 1.03669208e+03
1.85822055e-02 8.82708638e+02
1.87021077e-02 3.39098343e+02
2.02027322e-02 2.91783066e+02
2.25370019e-02 1.95249497e+02
2.25370019e-02 5.04996462e+02
2.43453316e-02 5.41079208e+02
2.43453316e-02 9.36172940e+01
2.54664710e-02 8.94958735e+01
2.54664710e-02 2.31473578e+02
2.66392405e-02 2.38064360e+02
2.68111310e-02 1.22514305e+02
2.84089250e-02 1.15623773e+02
2.84089250e-02 2.31544483e+03
2.95266772e-02 2.22779211e+03
2.99089501e-02 3.80525099e+02
3.27270842e-02 2.59593035e+02
3.53530483e-02 2.40310907e+02
3.55811650e-02 5.53425991e+01
3.69811098e-02 2.21486568e+01
3.89337565e-02 3.26194937e+01
4.12539914e-02 1.48209906e+01
4.20577332e-02 4.04521668e+01
4.34322514e-02 1.75294770e+01
4.51410980e-02 6.28691740e+01
4.60205714e-02 2.56510700e+01
4.84505125e-02 9.08212946e+01
5.00339576e-02 2.03845239e+01
5.20025491e-02 2.82664296e+01
5.40485950e-02 7.56755564e+01
5.54571559e-02 2.29005509e+01
5.72695900e-02 1.19134674e+02
5.91412575e-02 9.26474786e+01
6.14681767e-02 1.48694892e+02
6.26657467e-02 3.63698541e+01
6.30700994e-02 9.69437223e+00
6.55515993e-02 6.47186957e+00
6.68287257e-02 1.90037953e+01
6.90128020e-02 4.42411334e+01
7.12682576e-02 1.53962629e+01
7.40723149e-02 2.65842123e+01
7.50313067e-02 7.85647406e+01
7.79834216e-02 1.26092753e+02
7.95027543e-02 4.78202482e+01
8.21010393e-02 7.72445002e+01
8.53313136e-02 1.07111956e+02
9.04165842e-02 2.09970655e+02
9.27729316e-02 6.83588805e+01
9.51906878e-02 2.77120961e+01
9.76714532e-02 4.03737758e+02
1.00863522e-01 3.76929276e+01
1.03492127e-01 2.84430114e+02
1.06189237e-01 4.45811838e+01
1.08956635e-01 6.73681471e+01
1.13974253e-01 4.15360640e+01
1.18458583e-01 6.66634500e+01
1.19222940e-01 1.98282765e+02
1.22330010e-01 1.79624573e+04
1.25518054e-01 1.40590013e+02
1.28789181e-01 7.63507015e+01
1.36464298e-01 1.03849289e+02
1.43669776e-01 1.64542988e+02
1.47413955e-01 3.85530353e+02
1.58221266e-01 5.56940126e+02
1.65507595e-01 1.02794463e+03
1.75370925e-01 2.01507110e+03
1.87021077e-01 3.64814171e+03
1.99445166e-01 5.70638358e+03
2.12694606e-01 8.92586312e+03
2.18237642e-01 1.34881761e+04
2.28287816e-01 1.99929254e+04
2.40341685e-01 2.94446345e+04
2.49797955e-01 3.79516374e+04
2.66392405e-01 5.12894115e+04
2.80458242e-01 6.52627657e+04
2.97171990e-01 8.87679046e+04
2.99171990e-01 0.
