# Numerical radiation field:  solar
# wavelength: nm
# intensity: photons.s-1.cm-2.nm-1
# wavelength intensity
83.57757 1.56982e+04
83.58203 1.53901e+04
83.58648 1.51499e+04
83.59093 1.49162e+04
83.59539 1.45213e+04
83.59984 1.46860e+04
83.60429 1.49723e+04
83.60875 1.56723e+04
83.61320 1.63909e+04
83.61766 1.66907e+04
83.62211 1.67355e+04
83.62656 1.65436e+04
83.63102 1.63519e+04
83.63547 1.58905e+04
83.63993 1.57225e+04
83.64438 1.57128e+04
83.64883 1.58710e+04
83.65329 1.56527e+04
83.65774 1.54252e+04
83.66219 1.53361e+04
83.66665 1.52884e+04
83.67110 1.51159e+04
83.67556 1.49438e+04
83.68001 1.46490e+04
83.68446 1.47759e+04
83.68892 1.44612e+04
83.69337 1.46466e+04
83.69783 1.50562e+04
83.70228 1.53785e+04
83.70673 1.58872e+04
83.71119 1.62441e+04
83.71564 1.63583e+04
83.72010 1.63765e+04
83.72455 1.58119e+04
83.72900 1.60512e+04
83.73346 1.61349e+04
83.73791 1.64177e+04
83.74237 1.66165e+04
83.74682 1.62152e+04
83.75128 1.55905e+04
83.75573 1.52925e+04
83.76018 1.49856e+04
83.76464 1.50432e+04
83.76909 1.54751e+04
83.77355 1.55521e+04
83.77800 1.60543e+04
83.78245 1.60368e+04
83.78691 1.56136e+04
83.79136 1.57782e+04
83.79582 1.55899e+04
83.80027 1.54962e+04
83.80473 1.57562e+04
83.80918 1.58700e+04
83.81363 1.54111e+04
83.81809 1.52845e+04
83.82254 1.49450e+04
83.82700 1.50224e+04
83.83145 1.51295e+04
83.83591 1.57383e+04
83.84036 1.62394e+04
83.84481 1.63977e+04
83.84927 1.57353e+04
83.85372 1.53012e+04
83.85818 1.56017e+04
83.86263 1.60444e+04
83.86709 1.61868e+04
83.87154 1.63228e+04
83.87600 1.64224e+04
83.88045 1.66191e+04
83.88490 1.64101e+04
83.88936 1.60274e+04
83.89381 1.58778e+04
83.89827 1.58383e+04
83.90272 1.58113e+04
83.90718 1.58867e+04
83.91163 1.55699e+04
83.91609 1.52947e+04
83.92054 1.51935e+04
83.92499 1.55710e+04
83.92945 1.54894e+04
83.93390 1.49933e+04
83.93836 1.48015e+04
83.94281 1.48376e+04
83.94727 1.50831e+04
83.95172 1.55771e+04
83.95618 1.56777e+04
83.96063 1.59612e+04
83.96509 1.62138e+04
83.96954 1.60613e+04
83.97400 1.59381e+04
83.97845 1.61018e+04
83.98291 1.61239e+04
83.98736 1.63729e+04
83.99182 1.62804e+04
83.99627 1.66339e+04
84.00288 1.62851e+04
84.00732 1.60217e+04
84.01177 1.56922e+04
84.01622 1.59448e+04
84.02067 1.60057e+04
84.02512 1.62672e+04
84.02957 1.64207e+04
84.03401 1.64905e+04
84.03846 1.65060e+04
84.04291 1.62741e+04
84.04736 1.61515e+04
84.05181 1.60319e+04
84.05625 1.59615e+04
84.06070 1.59940e+04
84.06515 1.58052e+04
84.06960 1.56926e+04
84.07405 1.60287e+04
84.07850 1.64834e+04
84.08294 1.63279e+04
84.08739 1.61811e+04
84.09184 1.56063e+04
84.09629 1.53844e+04
84.10074 1.57380e+04
84.10519 1.56106e+04
84.10963 1.58037e+04
84.11408 1.60150e+04
84.11853 1.57708e+04
84.12298 1.58368e+04
84.12743 1.59986e+04
84.13188 1.60280e+04
84.13633 1.62362e+04
84.14077 1.62661e+04
84.14522 1.62289e+04
84.14967 1.66359e+04
84.15412 1.66172e+04
84.15857 1.66192e+04
84.16302 1.65857e+04
84.16747 1.64311e+04
84.17191 1.62475e+04
84.17636 1.54730e+04
84.18081 1.50240e+04
84.18526 1.50997e+04
84.18971 1.58135e+04
84.19416 1.65293e+04
84.19861 1.69456e+04
84.20305 1.68527e+04
84.20750 1.65820e+04
84.21195 1.65019e+04
84.21640 1.64891e+04
84.22085 1.64490e+04
84.22530 1.60055e+04
84.22975 1.60038e+04
84.23419 1.59442e+04
84.23864 1.59471e+04
84.24309 1.64720e+04
84.24754 1.68151e+04
84.25199 1.66994e+04
84.25644 1.71229e+04
84.26089 1.73719e+04
84.26534 1.73533e+04
84.26978 1.68718e+04
84.27423 1.64004e+04
84.27868 1.62495e+04
84.28313 1.65651e+04
84.28758 1.66799e+04
84.29203 1.64027e+04
84.29648 1.66070e+04
84.30093 1.70267e+04
84.30538 1.69775e+04
84.30983 1.64498e+04
84.31427 1.60405e+04
84.31872 1.57554e+04
84.32317 1.55022e+04
84.32762 1.53970e+04
84.33207 1.55786e+04
84.33652 1.60336e+04
84.34097 1.61142e+04
84.34542 1.64659e+04
84.34987 1.70640e+04
84.35431 1.68551e+04
84.35876 1.69375e+04
84.36321 1.74132e+04
84.36766 1.77568e+04
84.37211 1.77866e+04
84.37656 1.76203e+04
84.38101 1.74903e+04
84.38546 1.72361e+04
84.38991 1.67084e+04
84.39436 1.66514e+04
84.39881 1.64490e+04
84.40326 1.62848e+04
84.40771 1.63733e+04
84.41215 1.66864e+04
84.41660 1.71748e+04
84.42105 1.75762e+04
84.42550 1.81230e+04
84.42995 1.79312e+04
84.43440 1.71769e+04
84.43885 1.68856e+04
84.44330 1.67704e+04
84.44775 1.68667e+04
84.45220 1.74788e+04
84.45665 1.71240e+04
84.46110 1.71172e+04
84.46555 1.69555e+04
84.46999 1.70400e+04
84.47444 1.73202e+04
84.47889 1.72536e+04
84.48334 1.70867e+04
84.48779 1.66252e+04
84.49224 1.63528e+04
84.49669 1.66474e+04
84.50114 1.65359e+04
84.50559 1.63412e+04
84.51004 1.66131e+04
84.51449 1.64817e+04
84.51894 1.63860e+04
84.52339 1.65268e+04
84.52784 1.75300e+04
84.53229 1.80269e+04
84.53674 1.78479e+04
84.54119 1.74178e+04
84.54564 1.69376e+04
84.55008 1.66474e+04
84.55453 1.67119e+04
84.55898 1.64573e+04
84.56343 1.65111e+04
84.56788 1.68032e+04
84.57233 1.71391e+04
84.57678 1.76876e+04
84.58123 1.79129e+04
84.58568 1.81396e+04
84.59013 1.84275e+04
84.59458 1.81143e+04
84.59903 1.77620e+04
84.60348 1.69247e+04
84.60793 1.68536e+04
84.61238 1.73904e+04
84.61683 1.76175e+04
84.62128 1.74056e+04
84.62573 1.78564e+04
84.63018 1.73684e+04
84.63463 1.73659e+04
84.63908 1.71813e+04
84.64353 1.68230e+04
84.64798 1.68705e+04
84.65243 1.71641e+04
84.65688 1.74288e+04
84.66133 1.71711e+04
84.66578 1.69788e+04
84.67023 1.71446e+04
84.67468 1.71548e+04
84.67913 1.68058e+04
84.68358 1.65559e+04
84.68803 1.68508e+04
84.69248 1.77135e+04
84.69693 1.79859e+04
84.70138 1.77391e+04
84.70583 1.68318e+04
84.71028 1.65824e+04
84.71473 1.65098e+04
84.71918 1.66461e+04
84.72363 1.67337e+04
84.72808 1.71009e+04
84.73253 1.81457e+04
84.73698 1.92594e+04
84.74143 1.95703e+04
84.74588 1.94239e+04
84.75033 1.89100e+04
84.75478 1.80211e+04
84.75923 1.80395e+04
84.76368 1.76965e+04
84.76813 1.79573e+04
84.77258 1.83200e+04
84.77703 1.84818e+04
84.78148 1.86337e+04
84.78593 1.83077e+04
84.79038 1.77074e+04
84.79483 1.76028e+04
84.79928 1.74824e+04
84.80373 1.73718e+04
84.80818 1.76778e+04
84.81263 1.80500e+04
84.81708 1.84169e+04
84.82153 1.86237e+04
84.82598 1.88075e+04
84.83043 1.87342e+04
84.83488 1.85592e+04
84.83933 1.82208e+04
84.84378 1.77309e+04
84.84823 1.73940e+04
84.85268 1.80443e+04
84.85713 1.82373e+04
84.86158 1.77531e+04
84.86603 1.77015e+04
84.87048 1.77333e+04
84.87493 1.75726e+04
84.87938 1.72402e+04
84.88384 1.76693e+04
84.88829 1.84207e+04
84.89274 1.91202e+04
84.89719 1.94215e+04
84.90164 1.96771e+04
84.90609 1.95693e+04
84.91054 1.90103e+04
84.91499 1.87724e+04
84.91944 1.88841e+04
84.92389 1.90684e+04
84.92834 1.87425e+04
84.93279 1.81179e+04
84.93724 1.78397e+04
84.94169 1.79545e+04
84.94614 1.81263e+04
84.95059 1.84052e+04
84.95504 1.79812e+04
84.95950 1.79749e+04
84.96394 1.75729e+04
84.96840 1.73962e+04
84.97285 1.75859e+04
84.97730 1.80421e+04
84.98175 1.87353e+04
84.98620 1.92006e+04
84.99065 1.96048e+04
84.99510 1.93650e+04
84.99955 1.91866e+04
85.00400 1.86504e+04
85.00845 1.83361e+04
85.01290 1.86061e+04
85.01735 1.88095e+04
85.02181 1.89765e+04
85.02626 1.87929e+04
85.03071 1.81879e+04
85.03516 1.81268e+04
85.03961 1.81303e+04
85.04406 1.83555e+04
85.04851 1.85250e+04
85.05296 1.96623e+04
85.05741 2.01779e+04
85.06186 1.99606e+04
85.06631 1.89720e+04
85.07076 1.84946e+04
85.07522 1.83156e+04
85.07967 1.84605e+04
85.08412 1.85155e+04
85.08857 1.86098e+04
85.09302 1.83386e+04
85.09747 1.82514e+04
85.10192 1.80201e+04
85.10637 1.82060e+04
85.11082 1.85793e+04
85.11527 1.91112e+04
85.11973 1.95731e+04
85.12418 1.96453e+04
85.12863 1.90028e+04
85.13308 1.86492e+04
85.13753 1.88389e+04
85.14198 1.92379e+04
85.14643 1.91122e+04
85.15088 1.93915e+04
85.15533 1.95120e+04
85.15979 1.94934e+04
85.16424 1.90184e+04
85.16869 1.90329e+04
85.17314 1.88054e+04
85.17759 1.89530e+04
85.18204 1.90910e+04
85.18649 1.90940e+04
85.19094 1.88874e+04
85.19540 1.84595e+04
85.19985 1.84953e+04
85.20430 1.87563e+04
85.20875 1.87285e+04
85.21320 1.85885e+04
85.21765 1.82966e+04
85.22210 1.84179e+04
85.22656 1.86743e+04
85.23101 1.86688e+04
85.23546 1.88438e+04
85.23991 1.93313e+04
85.24436 1.93337e+04
85.24881 1.92398e+04
85.25326 1.92009e+04
85.25771 1.90438e+04
85.26217 1.93619e+04
85.26662 1.91961e+04
85.27107 1.93904e+04
85.27552 1.94585e+04
85.27997 1.99257e+04
85.28442 1.98272e+04
85.28888 2.00692e+04
85.29333 2.00770e+04
85.29778 1.96804e+04
85.30223 1.97832e+04
85.30668 1.97732e+04
85.31113 1.92871e+04
85.31558 1.89956e+04
85.32004 1.93666e+04
85.32449 1.93837e+04
85.32894 1.93699e+04
85.33339 1.91347e+04
85.33784 1.91620e+04
85.34229 1.88996e+04
85.34675 1.87464e+04
85.35012 2.09570e+04
85.35456 2.10279e+04
85.35900 2.09165e+04
85.36345 2.07900e+04
85.36789 2.04037e+04
85.37234 2.03220e+04
85.37678 2.06270e+04
85.38123 2.04120e+04
85.38567 2.03268e+04
85.39012 2.08459e+04
85.39456 2.12624e+04
85.39901 2.16111e+04
85.40345 2.16307e+04
85.40790 2.11048e+04
85.41234 2.04085e+04
85.41679 2.01321e+04
85.42123 2.03778e+04
85.42568 2.05447e+04
85.43012 2.06607e+04
85.43457 2.08479e+04
85.43901 2.05671e+04
85.44346 2.09348e+04
85.44790 2.14231e+04
85.45235 2.16647e+04
85.45679 2.24424e+04
85.46124 2.31885e+04
85.46568 2.40568e+04
85.47013 2.47422e+04
85.47457 2.41811e+04
85.47902 2.35894e+04
85.48346 2.29438e+04
85.48791 2.21023e+04
85.49235 2.11726e+04
85.49680 2.03472e+04
85.50124 1.97059e+04
85.50569 1.97528e+04
85.51013 2.01108e+04
85.51458 2.08733e+04
85.51902 2.16896e+04
85.52347 2.15844e+04
85.52791 2.10844e+04
85.53236 2.08719e+04
85.53680 2.15083e+04
85.54125 2.12001e+04
85.54569 2.09081e+04
85.55014 2.11659e+04
85.55458 2.09213e+04
85.55903 2.08333e+04
85.56347 2.13999e+04
85.56792 2.14011e+04
85.57237 2.21134e+04
85.57681 2.24480e+04
85.58126 2.23154e+04
85.58570 2.22326e+04
85.59015 2.20712e+04
85.59459 2.16424e+04
85.59904 2.12369e+04
85.60348 2.15309e+04
85.60793 2.15814e+04
85.61237 2.11156e+04
85.61682 2.16102e+04
85.62126 2.19396e+04
85.62571 2.16282e+04
85.63016 2.11822e+04
85.63460 2.05808e+04
85.63905 2.02419e+04
85.64349 2.00033e+04
85.64794 1.99827e+04
85.65238 2.01914e+04
85.65683 2.04806e+04
85.66127 2.12144e+04
85.66572 2.13963e+04
85.67016 2.20535e+04
85.67461 2.21814e+04
85.67906 2.18965e+04
85.68350 2.17299e+04
85.68795 2.18905e+04
85.69239 2.18226e+04
85.69684 2.20494e+04
85.70128 2.19685e+04
85.70573 2.17464e+04
85.71018 2.15155e+04
85.71462 2.13560e+04
85.71907 2.14031e+04
85.72351 2.12164e+04
85.72796 2.13349e+04
85.73240 2.15483e+04
85.73685 2.14347e+04
85.74129 2.14816e+04
85.74574 2.18151e+04
85.75019 2.16177e+04
85.75463 2.13321e+04
85.75908 2.13532e+04
85.76352 2.15973e+04
85.76797 2.22493e+04
85.77242 2.25648e+04
85.77686 2.22118e+04
85.78131 2.22234e+04
85.78575 2.25281e+04
85.79020 2.35467e+04
85.79465 2.56397e+04
85.79909 2.76742e+04
85.80354 2.81069e+04
85.80798 2.65721e+04
85.81243 2.41232e+04
85.81687 2.25775e+04
85.82132 2.17493e+04
85.82577 2.17222e+04
85.83021 2.22394e+04
85.83466 2.27363e+04
85.83910 2.45590e+04
85.84355 2.85730e+04
85.84800 3.26120e+04
85.85244 3.40879e+04
85.85689 3.16068e+04
85.86133 2.70028e+04
85.86578 2.41103e+04
85.87023 2.25482e+04
85.87467 2.18975e+04
85.87912 2.13153e+04
85.88357 2.11601e+04
85.88801 2.15177e+04
85.89246 2.20591e+04
85.89690 2.25146e+04
85.90135 2.23031e+04
85.90580 2.27479e+04
85.91024 2.29015e+04
85.91469 2.26655e+04
85.91913 2.20138e+04
85.92358 2.11493e+04
85.92803 2.13613e+04
85.93247 2.20343e+04
85.93692 2.24974e+04
85.94137 2.27821e+04
85.94581 2.31178e+04
85.95026 2.43769e+04
85.95471 2.56209e+04
85.95915 2.70015e+04
85.96360 2.77264e+04
85.96804 2.80265e+04
85.97249 2.70547e+04
85.97694 2.52099e+04
85.98138 2.34873e+04
85.98583 2.24946e+04
85.99028 2.23140e+04
85.99472 2.22154e+04
85.99917 2.12173e+04
86.00361 2.10403e+04
86.00806 2.21032e+04
86.01251 2.27777e+04
86.01695 2.30059e+04
86.02140 2.29844e+04
86.02585 2.23892e+04
86.03029 2.18982e+04
86.03474 2.18700e+04
86.03919 2.25411e+04
86.04363 2.28268e+04
86.04808 2.28126e+04
86.05253 2.35368e+04
86.05697 2.40940e+04
86.06142 2.43937e+04
86.06587 2.39773e+04
86.07031 2.32725e+04
86.07476 2.29408e+04
86.07921 2.22691e+04
86.08365 2.19347e+04
86.08810 2.26829e+04
86.09255 2.32531e+04
86.09699 2.33628e+04
86.10144 2.30828e+04
86.10589 2.25203e+04
86.11033 2.22444e+04
86.11478 2.19453e+04
86.11923 2.20026e+04
86.12367 2.24448e+04
86.12812 2.24512e+04
86.13257 2.29225e+04
86.13702 2.33410e+04
86.14146 2.37747e+04
86.14591 2.35528e+04
86.15036 2.34463e+04
86.15480 2.33707e+04
86.15925 2.35162e+04
86.16370 2.40849e+04
86.16814 2.50998e+04
86.17259 2.61400e+04
86.17704 2.68219e+04
86.18148 2.60436e+04
86.18593 2.46124e+04
86.19038 2.33687e+04
86.19482 2.26937e+04
86.19927 2.25986e+04
86.20372 2.31693e+04
86.20816 2.39253e+04
86.21261 2.46059e+04
86.21706 2.50542e+04
86.22151 2.49770e+04
86.22595 2.42154e+04
86.23040 2.36893e+04
86.23485 2.32206e+04
86.23929 2.31043e+04
86.24374 2.28964e+04
86.24819 2.27178e+04
86.25264 2.26570e+04
86.25708 2.24853e+04
86.26153 2.30131e+04
86.26598 2.33411e+04
86.27042 2.36994e+04
86.27487 2.31272e+04
86.27932 2.29750e+04
86.28377 2.24600e+04
86.28821 2.23803e+04
86.29266 2.23258e+04
86.29711 2.26963e+04
86.30155 2.36952e+04
86.30600 2.41537e+04
86.31045 2.48394e+04
86.31490 2.47900e+04
86.31934 2.47238e+04
86.32379 2.41248e+04
86.32824 2.37096e+04
86.33269 2.34226e+04
86.33713 2.40301e+04
86.34158 2.39706e+04
86.34603 2.34623e+04
86.35048 2.30821e+04
86.35492 2.25341e+04
86.35937 2.26581e+04
86.36382 2.28533e+04
86.36826 2.31386e+04
86.37271 2.38915e+04
86.37716 2.42253e+04
86.38161 2.41827e+04
86.38605 2.42776e+04
86.39050 2.42391e+04
86.39495 2.42807e+04
86.39940 2.45851e+04
86.40385 2.39963e+04
86.40829 2.36596e+04
86.41274 2.32198e+04
86.41719 2.26083e+04
86.42163 2.24910e+04
86.42608 2.26430e+04
86.43053 2.34411e+04
86.43498 2.40370e+04
86.43943 2.45145e+04
86.44387 2.43840e+04
86.44832 2.36672e+04
86.45277 2.30370e+04
86.45722 2.32818e+04
86.46166 2.40206e+04
86.46611 2.43693e+04
86.47056 2.40297e+04
86.47501 2.43762e+04
86.47946 2.48935e+04
86.48390 2.42226e+04
86.48835 2.38172e+04
86.49280 2.35937e+04
86.49725 2.35960e+04
86.50169 2.37903e+04
86.50614 2.33818e+04
86.51059 2.32492e+04
86.51504 2.30288e+04
86.51949 2.27321e+04
86.52393 2.29532e+04
86.52838 2.29103e+04
86.53283 2.23128e+04
86.53728 2.19879e+04
86.54172 2.23100e+04
86.54617 2.26837e+04
86.55062 2.29827e+04
86.55507 2.33145e+04
86.55952 2.41886e+04
86.56396 2.44934e+04
86.56841 2.41235e+04
86.57286 2.38886e+04
86.57731 2.39795e+04
86.58176 2.42891e+04
86.58620 2.45236e+04
86.59065 2.44665e+04
86.59510 2.43957e+04
86.59955 2.46056e+04
86.60400 2.49557e+04
86.60844 2.48335e+04
86.61289 2.46764e+04
86.61734 2.42786e+04
86.62179 2.41223e+04
86.62624 2.43157e+04
86.63068 2.37055e+04
86.63513 2.31651e+04
86.63958 2.36043e+04
86.64403 2.38186e+04
86.64848 2.40358e+04
86.65293 2.39565e+04
86.65737 2.36522e+04
86.66182 2.34691e+04
86.66627 2.31816e+04
86.67072 2.29212e+04
86.67517 2.32079e+04
86.67961 2.39510e+04
86.68406 2.46639e+04
86.68851 2.49278e+04
86.69296 2.48534e+04
86.69741 2.48754e+04
86.70402 2.34650e+04
86.70846 2.28033e+04
86.71290 2.23258e+04
86.71734 2.25813e+04
86.72179 2.27737e+04
86.72623 2.25551e+04
86.73067 2.31345e+04
86.73511 2.29226e+04
86.73955 2.30694e+04
86.74399 2.36261e+04
86.74844 2.35918e+04
86.75288 2.33871e+04
86.75732 2.40172e+04
86.76176 2.44108e+04
86.76620 2.45203e+04
86.77064 2.46015e+04
86.77508 2.42784e+04
86.77953 2.42226e+04
86.78397 2.41644e+04
86.78841 2.36370e+04
86.79285 2.32914e+04
86.79729 2.33129e+04
86.80173 2.38186e+04
86.80617 2.50568e+04
86.81062 2.60132e+04
86.81506 2.62249e+04
86.81950 2.53025e+04
86.82394 2.44556e+04
86.82838 2.39898e+04
86.83282 2.40919e+04
86.83727 2.39547e+04
86.84171 2.40133e+04
86.84615 2.38055e+04
86.85059 2.36898e+04
86.85503 2.34437e+04
86.85948 2.40307e+04
86.86392 2.40244e+04
86.86836 2.46745e+04
86.87280 2.53532e+04
86.87724 2.54624e+04
86.88169 2.52714e+04
86.88613 2.46803e+04
86.89057 2.40070e+04
86.89501 2.41488e+04
86.89945 2.41673e+04
86.90389 2.39725e+04
86.90834 2.38996e+04
86.91278 2.40299e+04
86.91722 2.42878e+04
86.92166 2.46767e+04
86.92610 2.37567e+04
86.93055 2.31497e+04
86.93499 2.26752e+04
86.93943 2.27040e+04
86.94387 2.26463e+04
86.94831 2.26622e+04
86.95276 2.30971e+04
86.95720 2.35278e+04
86.96164 2.40331e+04
86.96608 2.46104e+04
86.97052 2.47468e+04
86.97497 2.45696e+04
86.97941 2.43979e+04
86.98385 2.45179e+04
86.98829 2.46593e+04
86.99273 2.47362e+04
86.99718 2.47773e+04
87.00162 2.43004e+04
87.00606 2.38504e+04
87.01050 2.39106e+04
87.01495 2.39600e+04
87.01939 2.36491e+04
87.02383 2.35184e+04
87.02827 2.33894e+04
87.03271 2.38709e+04
87.03716 2.40116e+04
87.04160 2.41731e+04
87.04604 2.39654e+04
87.05048 2.36367e+04
87.05493 2.38431e+04
87.05937 2.42313e+04
87.06381 2.50198e+04
87.06825 2.53969e+04
87.07270 2.46913e+04
87.07714 2.44953e+04
87.08158 2.44988e+04
87.08602 2.44284e+04
87.09046 2.45259e+04
87.09491 2.42584e+04
87.09935 2.39589e+04
87.10379 2.40856e+04
87.10823 2.37055e+04
87.11268 2.36360e+04
87.11712 2.37582e+04
87.12156 2.34639e+04
87.12601 2.33671e+04
87.13045 2.31874e+04
87.13489 2.27957e+04
87.13933 2.30875e+04
87.14378 2.37898e+04
87.14822 2.39807e+04
87.15266 2.40144e+04
87.15710 2.43300e+04
87.16155 2.43121e+04
87.16599 2.44177e+04
87.17043 2.42440e+04
87.17487 2.45792e+04
87.17932 2.43423e+04
87.18376 2.39985e+04
87.18820 2.45802e+04
87.19264 2.53107e+04
87.19709 2.54701e+04
87.20153 2.55048e+04
87.20597 2.55849e+04
87.21041 2.55745e+04
87.21486 2.49768e+04
87.21930 2.42909e+04
87.22374 2.40866e+04
87.22819 2.46055e+04
87.23263 2.50758e+04
87.23707 2.46105e+04
87.24151 2.47800e+04
87.24596 2.52294e+04
87.25040 2.50929e+04
87.25484 2.47154e+04
87.25929 2.41125e+04
87.26373 2.42952e+04
87.26817 2.43430e+04
87.27262 2.45162e+04
87.27706 2.44832e+04
87.28150 2.42000e+04
87.28594 2.43802e+04
87.29039 2.42953e+04
87.29483 2.38791e+04
87.29927 2.37791e+04
87.30371 2.43603e+04
87.30816 2.52935e+04
87.31260 2.55455e+04
87.31704 2.46851e+04
87.32149 2.37521e+04
87.32593 2.37626e+04
87.33037 2.35589e+04
87.33482 2.39450e+04
87.33926 2.45109e+04
87.34370 2.50024e+04
87.34815 2.57797e+04
87.35259 2.63199e+04
87.35703 2.68496e+04
87.36147 2.65406e+04
87.36592 2.56231e+04
87.37036 2.52804e+04
87.37480 2.45881e+04
87.37925 2.42923e+04
87.38369 2.49453e+04
87.38814 2.53888e+04
87.39258 2.56275e+04
87.39702 2.55068e+04
87.40146 2.46492e+04
87.40591 2.46898e+04
87.41035 2.44252e+04
87.41479 2.44843e+04
87.41924 2.47482e+04
87.42368 2.49471e+04
87.42812 2.53138e+04
87.43257 2.58605e+04
87.43701 2.63594e+04
87.44145 2.62855e+04
87.44590 2.56926e+04
87.45034 2.56485e+04
87.45478 2.51500e+04
87.45923 2.46132e+04
87.46367 2.44875e+04
87.46811 2.49762e+04
87.47256 2.52418e+04
87.47700 2.51889e+04
87.48144 2.49754e+04
87.48589 2.44340e+04
87.49033 2.43082e+04
87.49478 2.45200e+04
87.49922 2.51913e+04
87.50366 2.61022e+04
87.50811 2.68619e+04
87.51255 2.73218e+04
87.51699 2.74316e+04
87.52144 2.69820e+04
87.52588 2.64216e+04
87.53032 2.57209e+04
87.53477 2.57454e+04
87.53921 2.61004e+04
87.54366 2.58210e+04
87.54810 2.52856e+04
87.55254 2.48799e+04
87.55699 2.52762e+04
87.56143 2.53324e+04
87.56587 2.53206e+04
87.57032 2.54738e+04
87.57476 2.49484e+04
87.57921 2.45676e+04
87.58365 2.43218e+04
87.58809 2.47244e+04
87.59254 2.55323e+04
87.59698 2.61998e+04
87.60142 2.67933e+04
87.60587 2.76105e+04
87.61031 2.74404e+04
87.61476 2.69519e+04
87.61920 2.62735e+04
87.62364 2.58982e+04
87.62809 2.59605e+04
87.63253 2.66036e+04
87.63698 2.65575e+04
87.64142 2.60627e+04
87.64586 2.51268e+04
87.65031 2.55113e+04
87.65475 2.52034e+04
87.65919 2.55409e+04
87.66364 2.58017e+04
87.66808 2.64964e+04
87.67253 2.67243e+04
87.67697 2.64874e+04
87.68141 2.59580e+04
87.68586 2.56198e+04
87.69030 2.55243e+04
87.69475 2.57144e+04
87.69919 2.56721e+04
87.70364 2.56354e+04
87.70808 2.53432e+04
87.71252 2.48794e+04
87.71697 2.46873e+04
87.72141 2.49632e+04
87.72585 2.55973e+04
87.73030 2.58909e+04
87.73474 2.65723e+04
87.73919 2.67872e+04
87.74363 2.58409e+04
87.74808 2.53922e+04
87.75252 2.58073e+04
87.75696 2.65963e+04
87.76141 2.69825e+04
87.76585 2.67376e+04
87.77030 2.69763e+04
87.77474 2.70806e+04
87.77919 2.71949e+04
87.78363 2.64693e+04
87.78808 2.62455e+04
87.79252 2.65680e+04
87.79696 2.69101e+04
87.80141 2.65576e+04
87.80585 2.57245e+04
87.81030 2.53567e+04
87.81474 2.57022e+04
87.81919 2.56937e+04
87.82363 2.57665e+04
87.82807 2.50474e+04
87.83252 2.45517e+04
87.83696 2.47039e+04
87.84141 2.51064e+04
87.84585 2.53152e+04
87.85030 2.59782e+04
87.85474 2.68333e+04
87.85919 2.67665e+04
87.86363 2.67135e+04
87.86808 2.65177e+04
87.87252 2.69642e+04
87.87696 2.72108e+04
87.88141 2.68416e+04
87.88585 2.68203e+04
87.89030 2.68006e+04
87.89474 2.72810e+04
87.89919 2.77129e+04
87.90363 2.78381e+04
87.90808 2.74172e+04
87.91252 2.64073e+04
87.91697 2.66696e+04
87.92141 2.65540e+04
87.92585 2.62077e+04
87.93030 2.59015e+04
87.93474 2.61474e+04
87.93919 2.65320e+04
87.94363 2.64035e+04
87.94808 2.71977e+04
87.95252 2.69813e+04
87.95697 2.62221e+04
87.96141 2.61710e+04
87.96586 2.60566e+04
87.97030 2.63495e+04
87.97475 2.66453e+04
87.97919 2.70401e+04
87.98364 2.74391e+04
87.98808 2.77927e+04
87.99253 2.74091e+04
87.99697 2.72523e+04
88.00411 2.57431e+04
88.00855 2.53316e+04
88.01298 2.53939e+04
88.01742 2.55517e+04
88.02186 2.56956e+04
88.02630 2.58396e+04
88.03074 2.61697e+04
88.03517 2.66632e+04
88.03961 2.69434e+04
88.04405 2.67839e+04
88.04849 2.70241e+04
88.05293 2.71900e+04
88.05736 2.65815e+04
88.06180 2.58356e+04
88.06624 2.51043e+04
88.07068 2.44540e+04
88.07512 2.46588e+04
88.07955 2.47450e+04
88.08399 2.60293e+04
88.08843 2.70176e+04
88.09287 2.67597e+04
88.09731 2.65655e+04
88.10174 2.65695e+04
88.10618 2.71945e+04
88.11062 2.67366e+04
88.11506 2.65723e+04
88.11950 2.64555e+04
88.12394 2.60456e+04
88.12838 2.57332e+04
88.13281 2.59633e+04
88.13725 2.66739e+04
88.14169 2.72696e+04
88.14613 2.71962e+04
88.15057 2.75165e+04
88.15501 2.78233e+04
88.15944 2.73506e+04
88.16388 2.67717e+04
88.16832 2.68514e+04
88.17276 2.64231e+04
88.17720 2.64316e+04
88.18163 2.64276e+04
88.18607 2.66043e+04
88.19051 2.73463e+04
88.19495 2.70379e+04
88.19939 2.59844e+04
88.20383 2.52365e+04
88.20827 2.51160e+04
88.21270 2.50288e+04
88.21714 2.47233e+04
88.22158 2.51517e+04
88.22602 2.58164e+04
88.23046 2.61218e+04
88.23490 2.62929e+04
88.23934 2.67703e+04
88.24377 2.68280e+04
88.24821 2.67759e+04
88.25265 2.70515e+04
88.25709 2.72028e+04
88.26153 2.73132e+04
88.26597 2.70379e+04
88.27041 2.72110e+04
88.27484 2.70078e+04
88.27928 2.66329e+04
88.28372 2.65510e+04
88.28816 2.66372e+04
88.29260 2.61786e+04
88.29704 2.58017e+04
88.30148 2.59008e+04
88.30592 2.61520e+04
88.31035 2.64757e+04
88.31479 2.69794e+04
88.31923 2.70155e+04
88.32367 2.69261e+04
88.32811 2.66029e+04
88.33255 2.67602e+04
88.33699 2.73571e+04
88.34143 2.76220e+04
88.34587 2.73723e+04
