# Numerical radiation field:  solar
# wavelength: nm
# intensity: photons.s-1.cm-2.nm-1
# wavelength intensity
122.39542 3.90494e+04
122.39973 3.91599e+04
122.40405 4.01890e+04
122.40836 4.33296e+04
122.41268 4.39925e+04
122.41699 4.37270e+04
122.42130 4.15722e+04
122.42562 4.01000e+04
122.42993 3.96950e+04
122.43425 4.15895e+04
122.43856 4.23849e+04
122.44288 4.45681e+04
122.44719 4.65952e+04
122.45151 4.78103e+04
122.45582 4.48434e+04
122.46014 4.09764e+04
122.46445 3.76125e+04
122.46877 3.55990e+04
122.47308 3.51259e+04
122.47740 3.53128e+04
122.48171 3.83221e+04
122.48603 3.99430e+04
122.49034 4.02938e+04
122.49466 3.96211e+04
122.49897 4.05306e+04
122.50329 4.09034e+04
122.50760 4.02277e+04
122.57464 2.53010e+04
122.57896 2.47560e+04
122.58327 2.39498e+04
122.58759 2.39557e+04
122.59191 2.47101e+04
122.59622 2.59318e+04
122.60054 2.66195e+04
122.60485 2.66506e+04
122.60917 2.71060e+04
122.61348 2.73130e+04
122.61780 2.70316e+04
122.62211 2.75483e+04
122.62643 2.77315e+04
122.63074 2.71677e+04
122.63506 2.69705e+04
122.63938 2.64532e+04
122.64369 2.55355e+04
122.64801 2.57254e+04
122.65232 2.69587e+04
122.65664 2.71941e+04
122.66095 2.71168e+04
122.66527 2.64434e+04
122.66958 2.56185e+04
122.67390 2.52919e+04
122.67822 2.58106e+04
122.68253 2.67700e+04
122.68685 2.71796e+04
122.69116 2.65735e+04
122.69548 2.61263e+04
122.69980 2.62618e+04
122.70411 2.65878e+04
122.70843 2.74817e+04
122.71274 2.73333e+04
122.71706 2.62134e+04
122.72137 2.57414e+04
122.72569 2.56643e+04
122.73001 2.53412e+04
122.73432 2.53031e+04
122.73864 2.49490e+04
122.74295 2.49386e+04
122.74727 2.52009e+04
122.75159 2.56431e+04
122.75590 2.53832e+04
122.76022 2.54255e+04
122.76453 2.64108e+04
122.76885 2.72744e+04
122.77317 2.72758e+04
122.77748 2.65067e+04
122.78180 2.59419e+04
122.78611 2.58921e+04
122.79043 2.62355e+04
122.79475 2.76275e+04
122.79906 3.04528e+04
122.80338 3.40607e+04
122.80770 3.52889e+04
122.81201 3.20644e+04
122.81633 2.75503e+04
122.82064 2.51306e+04
122.82496 2.43392e+04
122.82928 2.41798e+04
122.83359 2.46454e+04
122.83791 2.46241e+04
122.84223 2.48070e+04
122.84654 2.43956e+04
122.85086 2.39188e+04
122.85518 2.36981e+04
122.85949 2.32711e+04
122.86381 2.36479e+04
122.86813 2.40715e+04
122.87244 2.39900e+04
122.87676 2.43749e+04
122.88107 2.42573e+04
122.88539 2.33801e+04
122.88971 2.29996e+04
122.89402 2.27202e+04
122.89834 2.28718e+04
122.90266 2.27426e+04
122.90697 2.23686e+04
122.91129 2.22062e+04
122.91561 2.21465e+04
122.91992 2.22043e+04
122.92424 2.23671e+04
122.92856 2.25398e+04
122.93288 2.22678e+04
122.93719 2.18967e+04
122.94151 2.17336e+04
122.94583 2.21215e+04
122.95014 2.26954e+04
122.95446 2.39900e+04
122.95878 2.61319e+04
122.96309 2.67273e+04
122.96741 2.42917e+04
122.97173 2.21349e+04
122.97604 2.11599e+04
122.98036 2.05412e+04
122.98468 2.02617e+04
122.98899 2.03284e+04
122.99331 2.07321e+04
122.99763 2.09562e+04
123.00195 2.16082e+04
123.00626 2.18915e+04
123.01058 2.16995e+04
123.01490 2.09039e+04
123.01921 2.07545e+04
123.02353 2.07969e+04
123.02785 2.14576e+04
123.03217 2.17862e+04
123.03648 2.24371e+04
123.04080 2.22453e+04
123.04512 2.20916e+04
123.04943 2.16633e+04
123.05375 2.04945e+04
123.05807 1.98134e+04
123.06239 1.97763e+04
123.06670 1.99283e+04
123.07102 1.97172e+04
123.07534 1.92146e+04
123.07966 1.94040e+04
123.08397 1.96657e+04
123.08829 1.99175e+04
123.09261 2.04886e+04
123.10302 1.91736e+04
123.10734 1.89941e+04
123.11165 1.91988e+04
123.11597 1.90104e+04
123.12029 1.87387e+04
123.12461 1.91387e+04
123.12892 1.95280e+04
123.13324 1.93768e+04
123.13756 1.89344e+04
123.14188 1.87459e+04
123.14620 1.79838e+04
123.15051 1.79375e+04
123.15483 1.80759e+04
123.15915 1.79728e+04
123.16347 1.80248e+04
123.16778 1.83097e+04
123.17210 1.82452e+04
123.17642 1.81987e+04
123.18074 1.82220e+04
123.18506 1.78551e+04
123.18937 1.81245e+04
123.19369 1.83515e+04
123.19801 1.84318e+04
123.20233 1.84392e+04
123.20664 1.81882e+04
123.21096 1.84546e+04
123.21528 1.85128e+04
123.21960 1.82234e+04
123.22392 1.77094e+04
123.22823 1.72024e+04
123.23255 1.68506e+04
123.23687 1.71569e+04
123.24119 1.76639e+04
123.24551 1.85688e+04
123.24983 1.90158e+04
123.25414 1.91185e+04
123.25846 1.88104e+04
123.26278 1.89311e+04
123.26710 1.82232e+04
123.27142 1.77975e+04
123.27573 1.72911e+04
123.28005 1.71286e+04
123.28437 1.71366e+04
123.28869 1.72376e+04
123.29301 1.77309e+04
123.29733 1.79533e+04
123.30164 1.81500e+04
123.30596 1.85629e+04
123.31028 1.89074e+04
123.31460 1.84535e+04
123.31892 1.74546e+04
123.32324 1.71054e+04
123.32755 1.71417e+04
123.33187 1.66290e+04
123.33619 1.66775e+04
123.34051 1.67782e+04
123.34483 1.70678e+04
123.34915 1.72615e+04
123.35346 1.67633e+04
123.35778 1.61812e+04
123.36210 1.57380e+04
123.36642 1.55439e+04
123.37074 1.54003e+04
123.37506 1.54715e+04
123.37938 1.56079e+04
123.38370 1.62164e+04
123.38801 1.67859e+04
123.39233 1.70102e+04
123.39665 1.71759e+04
123.40097 1.72547e+04
123.40529 1.73055e+04
123.40961 1.77649e+04
123.41393 1.81932e+04
123.41825 1.77991e+04
123.42256 1.72185e+04
123.42688 1.69212e+04
123.43120 1.63365e+04
123.43552 1.59741e+04
123.43984 1.58173e+04
123.44416 1.55461e+04
123.44848 1.54526e+04
123.45280 1.55462e+04
123.45712 1.55320e+04
123.46143 1.53761e+04
123.46575 1.51631e+04
123.47007 1.49950e+04
123.47439 1.48324e+04
123.47871 1.45489e+04
123.48303 1.48034e+04
123.48735 1.52760e+04
123.49167 1.59056e+04
123.49599 1.58540e+04
123.50031 1.57248e+04
123.50462 1.56396e+04
123.50894 1.53918e+04
123.51326 1.52861e+04
123.51758 1.55023e+04
123.52190 1.54056e+04
123.52622 1.54282e+04
123.53054 1.54365e+04
123.53486 1.52002e+04
123.53918 1.51972e+04
123.54350 1.52531e+04
123.54782 1.51157e+04
123.55214 1.52378e+04
123.55646 1.58547e+04
123.56078 1.68766e+04
123.56509 1.67725e+04
123.56941 1.55719e+04
123.57373 1.48291e+04
123.57805 1.44830e+04
123.58237 1.47581e+04
123.58669 1.46053e+04
123.59101 1.42856e+04
123.59533 1.43815e+04
123.59965 1.43123e+04
123.60197 1.41828e+04
123.60629 1.45263e+04
123.61061 1.50805e+04
123.61493 1.53543e+04
123.61925 1.52358e+04
123.62357 1.52313e+04
123.62789 1.54311e+04
123.63221 1.52669e+04
123.63653 1.47931e+04
123.64085 1.43359e+04
123.64517 1.43584e+04
123.64949 1.45257e+04
123.65381 1.42584e+04
123.65813 1.41407e+04
123.66245 1.44374e+04
123.66677 1.45447e+04
123.67109 1.43873e+04
123.67541 1.41223e+04
123.67973 1.41733e+04
123.68405 1.43118e+04
123.68837 1.48701e+04
123.69269 1.51666e+04
123.69701 1.66667e+04
123.70133 1.85355e+04
123.70565 1.88469e+04
123.70997 1.65247e+04
123.71429 1.47541e+04
123.71861 1.41606e+04
123.72293 1.44589e+04
123.72725 1.46908e+04
123.73157 1.42996e+04
123.73589 1.36906e+04
123.74021 1.33488e+04
123.74453 1.38554e+04
123.74885 1.45181e+04
123.75317 1.46468e+04
123.75749 1.42499e+04
123.76181 1.41229e+04
123.76613 1.45337e+04
123.77045 1.48639e+04
123.77477 1.50658e+04
123.77909 1.50034e+04
123.78341 1.43734e+04
123.78773 1.39715e+04
123.79205 1.36719e+04
123.79637 1.38254e+04
123.80069 1.40977e+04
123.80501 1.41138e+04
123.80933 1.43101e+04
123.81365 1.44568e+04
123.81797 1.47806e+04
123.82229 1.52514e+04
123.82661 1.57182e+04
123.83093 1.62884e+04
123.83525 1.64388e+04
123.83957 1.66002e+04
123.84389 1.75470e+04
123.84821 2.00692e+04
123.85254 2.38209e+04
123.85686 3.06532e+04
123.86118 4.27072e+04
123.86550 6.22556e+04
123.86982 9.09107e+04
123.87414 1.25112e+05
123.87846 1.55951e+05
123.88278 1.71753e+05
123.88710 1.59319e+05
123.89142 1.24573e+05
123.89574 8.50758e+04
123.90006 5.38723e+04
123.90438 3.50444e+04
123.90870 2.46600e+04
123.91303 1.95858e+04
123.91735 1.75789e+04
123.92167 1.69216e+04
123.92599 1.63581e+04
123.93031 1.57117e+04
123.93463 1.51737e+04
123.93895 1.44403e+04
123.94327 1.41672e+04
123.94759 1.38431e+04
123.95191 1.36261e+04
123.95624 1.32309e+04
123.96056 1.32980e+04
123.96488 1.30899e+04
123.96920 1.30476e+04
123.97352 1.34838e+04
123.97784 1.34867e+04
123.98216 1.37960e+04
123.98648 1.41324e+04
123.99080 1.44476e+04
123.99513 1.43153e+04
123.99945 1.38846e+04
124.00377 1.37972e+04
124.00809 1.42135e+04
124.01241 1.42867e+04
124.01673 1.43243e+04
124.02105 1.43876e+04
124.02537 1.43188e+04
124.02970 1.43294e+04
124.03402 1.47209e+04
124.03834 1.52294e+04
124.04266 1.48892e+04
124.04698 1.41053e+04
124.05130 1.35421e+04
124.05562 1.31977e+04
124.05995 1.34458e+04
124.06431 1.35477e+04
124.06862 1.41254e+04
124.07293 1.39757e+04
124.07724 1.36854e+04
124.08155 1.36375e+04
124.08586 1.39718e+04
124.09017 1.39313e+04
124.09448 1.35262e+04
124.09880 1.35986e+04
124.10311 1.37154e+04
124.10742 1.34148e+04
124.11173 1.29979e+04
124.11604 1.33030e+04
124.12035 1.33487e+04
124.12466 1.34569e+04
124.12897 1.37600e+04
124.13329 1.31829e+04
124.13760 1.27139e+04
124.14191 1.31722e+04
124.14622 1.34521e+04
124.15053 1.30402e+04
124.15484 1.34371e+04
124.15915 1.41637e+04
124.16347 1.35839e+04
124.16778 1.26587e+04
124.17209 1.36557e+04
124.17640 1.61473e+04
124.18071 1.89123e+04
124.18502 2.20113e+04
124.18933 2.48474e+04
124.19365 2.43930e+04
124.19796 2.22223e+04
124.20227 2.00891e+04
124.20658 1.70104e+04
124.21089 1.52081e+04
124.21520 1.53125e+04
124.21952 1.60370e+04
124.22383 1.58083e+04
124.22814 1.39556e+04
124.23245 1.25546e+04
124.23676 1.28804e+04
124.24107 1.52672e+04
124.24539 1.81986e+04
124.24970 1.96200e+04
124.25401 2.08855e+04
124.25832 2.51088e+04
124.26263 3.40323e+04
124.26695 4.77583e+04
124.27126 6.72698e+04
124.27557 8.99066e+04
124.27988 1.06964e+05
124.28419 1.07717e+05
124.28850 9.21527e+04
124.29282 6.85605e+04
124.29713 4.59969e+04
124.30144 3.07137e+04
124.30575 2.47154e+04
124.31006 2.57809e+04
124.31438 2.98697e+04
124.31869 3.07433e+04
124.32300 2.71092e+04
124.32731 2.45684e+04
124.33163 2.31220e+04
124.33594 1.92241e+04
124.34025 1.58399e+04
124.34456 1.67680e+04
124.34887 1.94691e+04
124.35319 1.92521e+04
124.35750 1.49702e+04
124.36181 1.06035e+04
124.36612 8.98419e+03
124.37044 9.48241e+03
124.37475 1.08805e+04
124.37906 1.13735e+04
124.38337 1.03705e+04
124.38768 1.01789e+04
124.39200 1.26085e+04
124.39631 1.69214e+04
124.40062 1.87272e+04
124.40493 1.55578e+04
124.40925 1.30202e+04
124.41356 1.19921e+04
124.41787 1.00042e+04
124.42218 8.08942e+03
124.42650 7.36108e+03
124.43081 7.30712e+03
124.43512 7.56499e+03
124.43943 8.99558e+03
124.44375 1.18181e+04
124.44806 1.76725e+04
124.45237 2.24524e+04
124.45669 2.02588e+04
124.46100 1.35242e+04
124.46531 9.24746e+03
124.46962 7.92821e+03
124.47394 7.39112e+03
124.47825 7.25420e+03
124.48256 7.32262e+03
124.48687 7.74543e+03
124.49119 9.32193e+03
124.49550 1.20343e+04
124.49981 1.46549e+04
124.50413 1.42729e+04
124.50844 1.30540e+04
124.51275 1.56483e+04
124.51706 2.02340e+04
124.52138 2.01472e+04
124.52569 1.43724e+04
124.53000 9.51016e+03
124.53432 7.81022e+03
124.53863 7.39328e+03
124.53994 8.07256e+03
124.54426 9.81133e+03
124.54857 1.25961e+04
124.55288 1.38264e+04
124.55719 1.14940e+04
124.56151 8.92442e+03
124.56582 8.30534e+03
124.57013 8.59268e+03
124.57445 8.88409e+03
124.57876 9.54039e+03
124.58307 1.27615e+04
124.58739 1.91729e+04
124.59170 2.35974e+04
124.59601 2.03182e+04
124.60033 1.35493e+04
124.60464 1.03623e+04
124.60895 1.12553e+04
124.61327 1.37980e+04
124.61758 1.40307e+04
124.62189 1.09993e+04
124.62621 7.99283e+03
124.63052 6.62468e+03
124.63483 6.32441e+03
124.63915 6.45203e+03
124.64346 6.46987e+03
124.64777 6.57570e+03
124.65209 6.54957e+03
124.65640 6.65628e+03
124.66071 6.80822e+03
124.66503 7.20304e+03
124.66934 8.38083e+03
124.67365 1.13041e+04
124.67797 1.75498e+04
124.68228 2.64858e+04
124.68660 2.96243e+04
124.69091 2.33986e+04
124.69522 1.54482e+04
124.69954 1.13723e+04
124.70385 1.06936e+04
124.70816 1.41328e+04
124.71248 2.06054e+04
124.71679 2.24964e+04
124.72111 1.63390e+04
124.72542 1.08110e+04
124.72973 9.67818e+03
124.73405 1.07555e+04
124.73836 1.18665e+04
124.74267 1.24830e+04
124.74699 1.21518e+04
124.75130 1.10929e+04
124.75562 9.84258e+03
124.75993 8.51174e+03
124.76424 7.57141e+03
124.76856 7.77409e+03
124.77287 9.47170e+03
124.77719 1.36065e+04
124.78150 1.99812e+04
124.78581 2.49228e+04
124.79013 2.43522e+04
124.79444 2.39337e+04
124.79876 2.79445e+04
124.80307 2.80075e+04
124.80738 2.01130e+04
124.81170 1.22048e+04
124.81601 8.63934e+03
124.82033 7.60244e+03
124.82464 7.20765e+03
124.82896 6.98514e+03
124.83327 7.50298e+03
124.83758 7.92568e+03
124.84190 7.61205e+03
124.84621 7.12670e+03
124.85053 6.50021e+03
124.85484 6.10843e+03
124.85916 6.14056e+03
124.86347 6.59155e+03
124.86778 7.26808e+03
124.87210 7.57999e+03
124.87641 7.26122e+03
124.88073 6.98845e+03
124.88504 7.45362e+03
124.88936 9.26004e+03
124.89367 1.33588e+04
124.89799 1.87003e+04
124.90230 2.06441e+04
124.90662 1.57426e+04
124.91093 9.78906e+03
124.91524 7.40527e+03
124.91956 7.16466e+03
124.92387 8.23278e+03
124.92819 1.07965e+04
124.93250 1.66842e+04
124.93682 2.57918e+04
124.94113 3.14179e+04
124.94545 2.51161e+04
124.94976 1.47750e+04
124.95408 9.37255e+03
124.95839 7.79110e+03
124.96271 7.48776e+03
124.96702 8.05660e+03
124.97134 9.27145e+03
124.97565 1.17287e+04
124.97997 1.53170e+04
124.98428 1.89057e+04
124.98860 2.10597e+04
124.99291 2.16453e+04
124.99722 2.05334e+04
125.00154 1.85107e+04
125.00585 1.59795e+04
125.01017 1.34704e+04
125.01448 1.07122e+04
125.01880 8.90608e+03
125.02311 8.06036e+03
125.02743 8.83761e+03
125.03175 1.17007e+04
125.03606 1.81704e+04
125.04038 2.62144e+04
125.04469 2.82277e+04
125.04901 2.49023e+04
125.05332 2.72310e+04
125.05764 3.64230e+04
125.06195 3.88836e+04
125.06627 2.83659e+04
125.07058 1.65890e+04
125.07490 1.15503e+04
125.07921 1.05707e+04
125.08353 1.02340e+04
125.08784 8.69365e+03
125.09216 7.27691e+03
125.09647 7.19176e+03
125.10379 8.12771e+03
125.10810 1.11791e+04
125.11242 1.84250e+04
125.11673 3.01047e+04
125.12105 3.80462e+04
125.12537 3.21220e+04
125.12968 1.92174e+04
125.13400 1.09873e+04
125.13831 8.40395e+03
125.14263 7.92942e+03
125.14694 7.56141e+03
125.15126 6.90334e+03
125.15557 6.50966e+03
125.15989 6.15894e+03
125.16421 5.89885e+03
125.16852 6.10534e+03
125.17284 6.22673e+03
125.17715 6.45749e+03
125.18147 6.70411e+03
125.18578 6.79929e+03
125.19010 6.76519e+03
125.19442 6.65994e+03
125.19873 6.47189e+03
125.20305 6.63797e+03
125.20736 7.55232e+03
125.21168 9.47859e+03
125.21599 1.42548e+04
125.22031 2.20716e+04
125.22463 2.56536e+04
125.22894 1.96939e+04
125.23326 1.20824e+04
125.23757 8.77082e+03
125.24189 7.83568e+03
125.24621 7.20178e+03
125.25052 6.46854e+03
125.25484 5.97872e+03
125.25915 5.84766e+03
125.26189 5.62304e+03
125.26619 5.55735e+03
125.27050 5.62672e+03
125.27480 5.73234e+03
125.27911 5.82893e+03
125.28341 5.70218e+03
125.28772 5.60395e+03
125.29202 5.69178e+03
125.29633 5.65540e+03
125.30063 5.65836e+03
125.30494 5.55091e+03
125.30925 5.98393e+03
125.31355 6.51402e+03
125.31786 8.30979e+03
125.32216 1.17963e+04
125.32647 1.73059e+04
125.33077 2.21360e+04
125.33508 2.51826e+04
125.33938 3.11068e+04
125.34369 3.84548e+04
125.34800 3.82414e+04
125.35230 2.84465e+04
125.35661 1.82430e+04
125.36091 1.35031e+04
125.36522 1.53215e+04
125.36952 2.34884e+04
125.37383 4.06279e+04
125.37814 5.93336e+04
125.38244 6.37045e+04
125.38675 4.79515e+04
125.39105 2.71038e+04
125.39536 1.47010e+04
125.39966 9.48846e+03
125.40397 7.70949e+03
125.40828 7.53612e+03
125.41258 7.29823e+03
125.41689 6.54386e+03
125.42119 5.85606e+03
125.42550 5.63797e+03
125.42981 6.23201e+03
125.43411 7.35066e+03
125.43842 9.95210e+03
125.44272 1.55201e+04
125.44703 2.31154e+04
125.45134 2.60878e+04
125.45564 1.98507e+04
125.45995 1.14049e+04
125.46426 7.88232e+03
125.46856 6.93860e+03
125.47287 6.43282e+03
125.47717 6.21026e+03
125.48148 6.08411e+03
125.48579 6.13159e+03
125.49009 6.30600e+03
125.49440 6.52438e+03
125.49870 6.94445e+03
125.50301 7.95217e+03
125.50732 9.31532e+03
125.51162 1.17912e+04
125.51593 1.62579e+04
125.52024 2.27927e+04
125.52454 2.80381e+04
125.52885 2.76808e+04
125.53316 2.21316e+04
125.53746 1.69143e+04
125.54177 1.39140e+04
125.54608 1.12790e+04
125.55038 8.92770e+03
125.55469 7.54994e+03
125.55899 6.99709e+03
125.56330 6.72282e+03
125.56761 6.70579e+03
125.57191 6.63567e+03
125.57622 6.66742e+03
125.58053 6.65235e+03
125.58483 6.46988e+03
125.58914 6.52613e+03
125.59345 6.80164e+03
125.59775 7.55871e+03
125.60106 9.30319e+03
125.60537 1.13205e+04
125.60967 1.19709e+04
125.61398 1.07156e+04
125.61829 9.93055e+03
125.62260 1.12079e+04
125.62690 1.43750e+04
125.63121 2.08447e+04
125.63552 3.29989e+04
125.63982 5.12717e+04
125.64413 7.03573e+04
125.64844 7.63798e+04
125.65274 6.26882e+04
125.65705 4.08611e+04
125.66136 2.54527e+04
125.66566 1.69519e+04
125.66997 1.24592e+04
125.67428 1.03185e+04
125.67859 9.34363e+03
125.68289 8.34000e+03
125.68720 7.61862e+03
125.69151 6.91082e+03
125.69581 6.55269e+03
125.70012 6.50583e+03
125.70443 6.45190e+03
125.70874 6.47950e+03
125.71304 6.60029e+03
125.71735 6.75002e+03
125.72166 6.65896e+03
125.72596 6.55885e+03
125.73027 6.60254e+03
125.73458 6.98367e+03
125.73889 7.98023e+03
125.74319 1.03381e+04
125.74750 1.60821e+04
125.75181 2.55133e+04
125.75612 3.24246e+04
125.76042 2.69573e+04
125.76473 1.52904e+04
125.76904 9.44041e+03
125.77335 8.70340e+03
125.77765 9.37024e+03
125.78196 1.02393e+04
125.78627 1.03467e+04
125.79058 9.35798e+03
125.79488 8.45291e+03
125.79919 7.94181e+03
125.80350 7.22504e+03
125.80781 6.83716e+03
125.81211 6.89362e+03
125.81642 7.02598e+03
125.82073 7.05736e+03
125.82504 7.44057e+03
125.82934 7.93019e+03
125.83365 7.99061e+03
125.83796 8.45383e+03
125.84227 9.18800e+03
125.84657 1.04945e+04
125.85088 1.18949e+04
125.85519 1.45880e+04
125.85950 1.85111e+04
125.86381 2.51506e+04
125.86811 3.67141e+04
125.87242 5.61851e+04
125.87673 7.73173e+04
125.88104 8.18281e+04
125.88535 6.51286e+04
125.88965 4.36112e+04
125.89396 2.98778e+04
125.89827 2.25505e+04
125.90258 1.89164e+04
125.90689 1.76260e+04
125.91119 1.72988e+04
125.91550 1.80088e+04
125.91981 2.04907e+04
125.92412 2.64943e+04
125.92843 3.82527e+04
125.93273 5.93465e+04
125.93704 9.38646e+04
125.94135 1.46975e+05
125.94566 2.19116e+05
125.94997 2.94688e+05
125.95428 3.40905e+05
125.95858 3.18487e+05
125.96289 2.33006e+05
125.96720 1.38803e+05
125.97151 7.48725e+04
125.97582 3.95670e+04
125.98012 2.22338e+04
125.98443 1.42822e+04
125.98874 1.08258e+04
125.99305 9.31676e+03
125.99736 8.76482e+03
126.00167 9.18206e+03
126.00598 1.03523e+04
126.01028 1.26102e+04
126.01459 1.61220e+04
126.01890 2.05122e+04
126.02321 2.69281e+04
126.02752 3.91066e+04
126.03183 6.24525e+04
126.03613 1.01524e+05
126.04044 1.40216e+05
126.04475 1.52258e+05
126.04906 1.41298e+05
126.05337 1.12787e+05
126.05768 8.01089e+04
126.06199 6.61835e+04
126.06630 6.19239e+04
126.07060 4.70418e+04
126.07491 3.24924e+04
126.07922 2.46907e+04
126.08353 1.95372e+04
126.08784 1.78060e+04
126.09215 2.07542e+04
126.09646 2.34062e+04
126.09677 2.38441e+04
126.10107 2.29923e+04
126.10538 2.27066e+04
126.10969 2.35878e+04
126.11400 2.27076e+04
126.11831 1.80129e+04
126.12262 1.30183e+04
126.12693 1.05003e+04
126.13124 1.09952e+04
126.13555 1.44291e+04
126.13985 1.92343e+04
126.14416 2.24508e+04
126.14847 2.34671e+04
126.15278 2.45696e+04
126.15709 2.55493e+04
126.16140 2.55205e+04
126.16571 2.89036e+04
126.17002 3.61680e+04
126.17433 3.56324e+04
126.17864 2.31816e+04
126.18295 1.21707e+04
126.18726 8.41548e+03
126.19156 7.35730e+03
126.19587 7.29749e+03
126.20018 7.46128e+03
126.20449 7.40481e+03
126.20880 7.32522e+03
126.21311 7.74946e+03
126.21742 7.90344e+03
126.22173 7.44771e+03
126.22604 6.90806e+03
126.23035 6.44143e+03
126.23466 6.13970e+03
126.23897 5.94987e+03
126.24328 6.08371e+03
126.24759 6.09346e+03
126.25190 6.04808e+03
126.25621 5.77924e+03
126.26052 5.78881e+03
126.26482 6.02711e+03
126.26913 6.56417e+03
126.27344 7.44201e+03
126.27775 9.60704e+03
126.28206 1.31608e+04
126.28637 1.58423e+04
126.29068 1.35373e+04
126.29499 9.34739e+03
126.29930 7.22187e+03
126.30361 6.80303e+03
126.30792 6.64183e+03
126.31223 6.53435e+03
126.31654 6.32113e+03
126.32085 6.12251e+03
126.32516 5.93888e+03
126.32947 5.78997e+03
126.33378 5.48095e+03
126.33809 5.55256e+03
126.34240 5.88409e+03
126.34671 5.97411e+03
126.35102 6.17308e+03
126.35533 6.37630e+03
126.35964 6.40166e+03
126.36395 6.46217e+03
126.36826 6.74051e+03
126.37257 6.72843e+03
126.37688 6.54155e+03
126.38119 6.53816e+03
126.38550 6.63955e+03
126.38981 6.73203e+03
126.39412 6.52261e+03
126.39843 6.44805e+03
126.40274 6.51257e+03
126.40705 6.68598e+03
126.41136 6.91700e+03
126.41567 7.32611e+03
126.41998 7.37877e+03
126.42429 7.25507e+03
126.42860 7.19405e+03
126.43291 7.59658e+03
126.43722 8.57510e+03
126.44153 1.05660e+04
126.44584 1.55192e+04
126.45015 2.73803e+04
126.45446 5.35162e+04
126.45877 1.07949e+05
126.46308 1.97586e+05
126.46739 3.00868e+05
126.47170 3.69091e+05
126.47602 3.76848e+05
126.48033 3.28318e+05
126.48464 2.39388e+05
126.48895 1.68220e+05
126.49326 1.52174e+05
126.49757 1.65046e+05
126.50188 1.62233e+05
126.50619 1.27763e+05
126.51050 7.73597e+04
126.51481 3.94351e+04
126.51912 2.18245e+04
126.52343 1.48023e+04
126.52774 1.10968e+04
126.53205 8.80158e+03
126.53636 7.84898e+03
126.54067 7.45307e+03
126.54498 7.52844e+03
126.54930 7.65785e+03
126.55361 8.01777e+03
126.55792 9.03264e+03
126.56223 1.07538e+04
126.56654 1.17116e+04
126.57085 1.05937e+04
126.57516 9.15932e+03
126.57947 8.53668e+03
126.58378 7.99937e+03
126.58809 7.17572e+03
126.59240 6.57057e+03
126.59672 6.35752e+03
126.60103 6.44629e+03
126.60534 6.80932e+03
126.60965 8.28485e+03
126.61396 1.11652e+04
126.61827 1.76822e+04
126.62258 2.80095e+04
126.62689 3.68364e+04
126.63120 3.64993e+04
126.63551 3.91960e+04
126.63983 5.48851e+04
126.64414 6.19701e+04
126.64845 4.67780e+04
126.65276 3.07326e+04
126.65707 2.30834e+04
126.66138 1.98157e+04
126.66569 1.69343e+04
126.67000 1.23910e+04
126.67432 9.19443e+03
126.67863 7.84879e+03
126.68294 7.86250e+03
126.68725 8.30863e+03
126.69156 8.42346e+03
126.69587 8.04731e+03
126.70018 7.45699e+03
126.70449 7.23053e+03
126.70881 7.06634e+03
126.71312 6.89505e+03
126.71743 7.03412e+03
126.72174 7.11762e+03
126.72605 7.11825e+03
126.73036 6.84357e+03
126.73468 6.77973e+03
126.73899 7.73599e+03
126.74330 9.37969e+03
126.74761 1.25526e+04
126.75192 2.03403e+04
126.75623 3.19481e+04
126.76054 3.96282e+04
126.76486 3.38706e+04
126.76917 1.93143e+04
126.77348 1.00016e+04
126.77779 7.21965e+03
126.78210 6.32468e+03
126.78642 6.07633e+03
126.79073 6.07801e+03
126.79504 6.39596e+03
126.79935 7.02792e+03
126.80366 8.20765e+03
126.80797 9.03836e+03
126.81229 8.93283e+03
126.81660 8.07979e+03
126.82091 7.65332e+03
126.82522 7.08640e+03
126.82953 6.48152e+03
126.83385 6.28486e+03
126.83816 6.10946e+03
126.84247 6.33381e+03
126.85887 5.85690e+03
126.86317 5.86266e+03
126.86747 5.97075e+03
126.87177 6.07359e+03
126.87608 6.01286e+03
126.88038 6.10119e+03
126.88468 6.25955e+03
126.88898 6.56453e+03
126.89328 6.80849e+03
126.89758 7.25282e+03
126.90188 7.80810e+03
126.90619 8.08882e+03
126.91049 9.03408e+03
126.91479 1.20907e+04
126.91909 1.49656e+04
126.92339 1.36370e+04
126.92769 9.60833e+03
126.93200 7.61245e+03
126.93630 7.24597e+03
126.94060 6.88456e+03
126.94490 6.35025e+03
126.94920 6.24600e+03
126.95350 6.17555e+03
126.95781 5.95274e+03
126.96211 5.83960e+03
126.96641 5.82292e+03
126.97071 5.98228e+03
126.97501 6.17928e+03
126.97931 6.46947e+03
126.98362 6.83719e+03
126.98792 7.02829e+03
126.99222 7.11936e+03
126.99652 7.36977e+03
127.00082 7.24641e+03
127.00513 7.45901e+03
127.00943 8.87946e+03
127.01373 1.04967e+04
127.01803 9.62398e+03
127.02233 7.87839e+03
127.02664 7.09393e+03
127.03094 7.21552e+03
127.03524 8.45732e+03
127.03954 9.71040e+03
127.04384 9.17357e+03
127.04815 7.77193e+03
127.05245 7.05594e+03
127.05675 7.42905e+03
127.06105 8.57886e+03
127.06535 1.12451e+04
127.06966 1.83865e+04
127.07396 3.24509e+04
127.07826 4.52830e+04
127.08256 3.84671e+04
127.08687 2.01344e+04
