# O photoionisation cross section
# Alan Heays 2017-12-15
# references: mendoza1996 http://stacks.iop.org/1402-4896/1996/i=T65/a=030, TOPbase, huebner2015 10.1016/j.pss.2014.11.022,
# wavelength: Wavelength (nm)
# photoabsorption: Photoabsorption cross section (cm2)
# photoionisation: Photoionisation cross section (cm2)
# 
# wavelength   photoabsorption   photoionisation
  44.9000000       1.14853e-17       1.14853e-17
  45.0000000       1.12821e-17       1.12821e-17
  45.1000000       1.10789e-17       1.10789e-17
  45.2000000       1.08692e-17       1.08692e-17
  45.3000000       1.00414e-17       1.00414e-17
  45.4000000       1.06852e-17       1.06852e-17
  45.5000000       1.57187e-17       1.57187e-17
  45.6000000       1.24991e-17       1.24991e-17
  45.7000000       1.20593e-17       1.20593e-17
  45.8000000       1.19863e-17       1.19863e-17
  45.9000000       1.19133e-17       1.19133e-17
  46.0000000       1.18403e-17       1.18403e-17
  46.1000000       1.17673e-17       1.17673e-17
  46.2000000       1.16943e-17       1.16943e-17
  46.3000000       1.16213e-17       1.16213e-17
  46.4000000       1.15483e-17       1.15483e-17
  46.5000000       1.14753e-17       1.14753e-17
  46.6000000       1.14023e-17       1.14023e-17
  46.7000000       1.13293e-17       1.13293e-17
  46.8000000       1.12563e-17       1.12563e-17
  46.9000000       1.11833e-17       1.11833e-17
  47.0000000       1.11103e-17       1.11103e-17
  47.1000000       1.10372e-17       1.10372e-17
  47.2000000       1.09642e-17       1.09642e-17
  47.3000000       1.07568e-17       1.07568e-17
  47.4000000       1.02283e-17       1.02283e-17
  47.5000000       9.27254e-18       9.27254e-18
  47.6000000       1.15496e-17       1.15496e-17
  47.7000000       1.16521e-17       1.16521e-17
  47.8000000       1.19577e-17       1.19577e-17
  47.9000000       1.25063e-17       1.25063e-17
  48.0000000       2.55928e-17       2.55928e-17
  48.1000000       1.39487e-17       1.39487e-17
  48.2000000       1.30535e-17       1.30535e-17
  48.3000000       1.27849e-17       1.27849e-17
  48.4000000       1.25167e-17       1.25167e-17
  48.5000000       1.23851e-17       1.23851e-17
  48.6000000       1.23758e-17       1.23758e-17
  48.7000000       1.23665e-17       1.23665e-17
  48.8000000       1.23573e-17       1.23573e-17
  48.9000000       1.23480e-17       1.23480e-17
  49.0000000       1.23387e-17       1.23387e-17
  49.1000000       1.23294e-17       1.23294e-17
  49.2000000       1.23201e-17       1.23201e-17
  49.3000000       1.23109e-17       1.23109e-17
  49.4000000       1.23016e-17       1.23016e-17
  49.5000000       1.22923e-17       1.22923e-17
  49.6000000       1.22830e-17       1.22830e-17
  49.7000000       1.22737e-17       1.22737e-17
  49.8000000       1.22645e-17       1.22645e-17
  49.9000000       1.22552e-17       1.22552e-17
  50.0000000       1.22459e-17       1.22459e-17
  50.1000000       1.22366e-17       1.22366e-17
  50.2000000       1.22274e-17       1.22274e-17
  50.3000000       1.22181e-17       1.22181e-17
  50.4000000       1.22088e-17       1.22088e-17
  50.5000000       1.21995e-17       1.21995e-17
  50.6000000       1.21902e-17       1.21902e-17
  50.7000000       1.21810e-17       1.21810e-17
  50.8000000       1.21717e-17       1.21717e-17
  50.9000000       1.21624e-17       1.21624e-17
  51.0000000       1.21531e-17       1.21531e-17
  51.1000000       1.21438e-17       1.21438e-17
  51.2000000       1.21346e-17       1.21346e-17
  51.3000000       1.21253e-17       1.21253e-17
  51.4000000       1.21160e-17       1.21160e-17
  51.5000000       1.21067e-17       1.21067e-17
  51.6000000       1.20974e-17       1.20974e-17
  51.7000000       1.20882e-17       1.20882e-17
  51.8000000       1.20789e-17       1.20789e-17
  51.9000000       1.20696e-17       1.20696e-17
  52.0000000       1.20610e-17       1.20610e-17
  52.1000000       1.20567e-17       1.20567e-17
  52.2000000       1.20533e-17       1.20533e-17
  52.3000000       1.20498e-17       1.20498e-17
  52.4000000       1.20464e-17       1.20464e-17
  52.5000000       1.20430e-17       1.20430e-17
  52.6000000       1.20396e-17       1.20396e-17
  52.7000000       1.20361e-17       1.20361e-17
  52.8000000       1.20327e-17       1.20327e-17
  52.9000000       1.20293e-17       1.20293e-17
  53.0000000       1.20259e-17       1.20259e-17
  53.1000000       1.20224e-17       1.20224e-17
  53.2000000       1.20190e-17       1.20190e-17
  53.3000000       1.20156e-17       1.20156e-17
  53.4000000       1.20122e-17       1.20122e-17
  53.5000000       1.20087e-17       1.20087e-17
  53.6000000       1.20053e-17       1.20053e-17
  53.7000000       1.20019e-17       1.20019e-17
  53.8000000       1.19985e-17       1.19985e-17
  53.9000000       1.19950e-17       1.19950e-17
  54.0000000       1.19916e-17       1.19916e-17
  54.1000000       1.19882e-17       1.19882e-17
  54.2000000       1.19848e-17       1.19848e-17
  54.3000000       1.19813e-17       1.19813e-17
  54.4000000       1.19779e-17       1.19779e-17
  54.5000000       1.19745e-17       1.19745e-17
  54.6000000       1.19711e-17       1.19711e-17
  54.7000000       1.19676e-17       1.19676e-17
  54.8000000       1.19642e-17       1.19642e-17
  54.9000000       1.19608e-17       1.19608e-17
  55.0000000       1.19574e-17       1.19574e-17
  55.1000000       1.19539e-17       1.19539e-17
  55.2000000       1.19505e-17       1.19505e-17
  55.3000000       1.19471e-17       1.19471e-17
  55.4000000       1.19437e-17       1.19437e-17
  55.5000000       1.19402e-17       1.19402e-17
  55.6000000       1.19368e-17       1.19368e-17
  55.7000000       1.19334e-17       1.19334e-17
  55.8000000       1.19300e-17       1.19300e-17
  55.9000000       1.19265e-17       1.19265e-17
  56.0000000       1.19231e-17       1.19231e-17
  56.1000000       1.19197e-17       1.19197e-17
  56.2000000       1.19163e-17       1.19163e-17
  56.3000000       1.19128e-17       1.19128e-17
  56.4000000       1.19094e-17       1.19094e-17
  56.5000000       1.19060e-17       1.19060e-17
  56.6000000       1.19026e-17       1.19026e-17
  56.7000000       1.18991e-17       1.18991e-17
  56.8000000       1.18957e-17       1.18957e-17
  56.9000000       1.18923e-17       1.18923e-17
  57.0000000       1.18889e-17       1.18889e-17
  57.1000000       1.18854e-17       1.18854e-17
  57.2000000       1.18820e-17       1.18820e-17
  57.3000000       1.18786e-17       1.18786e-17
  57.4000000       1.18751e-17       1.18751e-17
  57.5000000       1.18717e-17       1.18717e-17
  57.6000000       1.18683e-17       1.18683e-17
  57.7000000       1.18649e-17       1.18649e-17
  57.8000000       1.18614e-17       1.18614e-17
  57.9000000       1.18580e-17       1.18580e-17
  58.0000000       1.18546e-17       1.18546e-17
  58.1000000       1.18512e-17       1.18512e-17
  58.2000000       1.18477e-17       1.18477e-17
  58.3000000       1.18443e-17       1.18443e-17
  58.4000000       1.18409e-17       1.18409e-17
  58.5000000       1.18375e-17       1.18375e-17
  58.6000000       1.18340e-17       1.18340e-17
  58.7000000       1.18306e-17       1.18306e-17
  58.8000000       1.18272e-17       1.18272e-17
  58.9000000       1.18238e-17       1.18238e-17
  59.0000000       1.18203e-17       1.18203e-17
  59.1000000       1.18169e-17       1.18169e-17
  59.2000000       1.18135e-17       1.18135e-17
  59.3000000       1.18101e-17       1.18101e-17
  59.4000000       1.18066e-17       1.18066e-17
  59.5000000       1.18032e-17       1.18032e-17
  59.6000000       1.17998e-17       1.17998e-17
  59.7000000       1.17964e-17       1.17964e-17
  59.8000000       1.17929e-17       1.17929e-17
  59.9000000       1.17895e-17       1.17895e-17
  60.0000000       1.17861e-17       1.17861e-17
  60.1000000       1.17827e-17       1.17827e-17
  60.2000000       1.17792e-17       1.17792e-17
  60.3000000       1.17758e-17       1.17758e-17
  60.4000000       1.17724e-17       1.17724e-17
  60.5000000       1.17690e-17       1.17690e-17
  60.6000000       1.17655e-17       1.17655e-17
  60.7000000       1.17621e-17       1.17621e-17
  60.8000000       1.17587e-17       1.17587e-17
