# b'N photoionisation cross section\nAlan Heays 2015-09-25\nReference: samson1990, dehmer1974\nphotoionisation: Photoionisation cross section (cm2)\nN+: N + hnu -> N+ + e- cross section (cm2)'
# 
# wavelength   photoabsorption   photoionisation
  38.5000000       8.72500e-18       8.72500e-18
  38.6000000       8.75000e-18       8.75000e-18
  38.7000000       8.77500e-18       8.77500e-18
  38.8000000       8.80000e-18       8.80000e-18
  38.9000000       8.82500e-18       8.82500e-18
  39.0000000       8.85000e-18       8.85000e-18
  39.1000000       8.87500e-18       8.87500e-18
  39.2000000       8.90000e-18       8.90000e-18
  39.3000000       8.92500e-18       8.92500e-18
  39.4000000       8.95000e-18       8.95000e-18
  39.5000000       8.97500e-18       8.97500e-18
  39.6000000       9.00000e-18       9.00000e-18
  39.7000000       9.02500e-18       9.02500e-18
  39.8000000       9.05000e-18       9.05000e-18
  39.9000000       9.07500e-18       9.07500e-18
  40.0000000       9.10000e-18       9.10000e-18
  40.1000000       9.12500e-18       9.12500e-18
  40.2000000       9.15000e-18       9.15000e-18
  40.3000000       9.17500e-18       9.17500e-18
  40.4000000       9.20000e-18       9.20000e-18
  40.5000000       9.22500e-18       9.22500e-18
  40.6000000       9.25000e-18       9.25000e-18
  40.7000000       9.27500e-18       9.27500e-18
  40.8000000       9.30000e-18       9.30000e-18
  40.9000000       9.32500e-18       9.32500e-18
  41.0000000       9.35000e-18       9.35000e-18
  41.1000000       9.37500e-18       9.37500e-18
  41.2000000       9.40000e-18       9.40000e-18
  41.3000000       9.42500e-18       9.42500e-18
  41.4000000       9.45000e-18       9.45000e-18
  41.5000000       9.47500e-18       9.47500e-18
  41.6000000       9.50000e-18       9.50000e-18
  41.7000000       9.52500e-18       9.52500e-18
  41.8000000       9.55000e-18       9.55000e-18
  41.9000000       9.57500e-18       9.57500e-18
  42.0000000       9.59938e-18       9.59938e-18
  42.1000000       9.62000e-18       9.62000e-18
  42.2000000       9.64000e-18       9.64000e-18
  42.3000000       9.66000e-18       9.66000e-18
  42.4000000       9.68000e-18       9.68000e-18
  42.5000000       9.70000e-18       9.70000e-18
  42.6000000       9.72000e-18       9.72000e-18
  42.7000000       9.74000e-18       9.74000e-18
  42.8000000       9.76000e-18       9.76000e-18
  42.9000000       9.78000e-18       9.78000e-18
  43.0000000       9.80000e-18       9.80000e-18
  43.1000000       9.82000e-18       9.82000e-18
  43.2000000       9.84000e-18       9.84000e-18
  43.3000000       9.86000e-18       9.86000e-18
  43.4000000       9.88000e-18       9.88000e-18
  43.5000000       9.90000e-18       9.90000e-18
  43.6000000       9.92000e-18       9.92000e-18
  43.7000000       9.94000e-18       9.94000e-18
  43.8000000       9.96000e-18       9.96000e-18
  43.9000000       9.98000e-18       9.98000e-18
  44.0000000       1.00006e-17       1.00006e-17
  44.1000000       1.00250e-17       1.00250e-17
  44.2000000       1.00500e-17       1.00500e-17
  44.3000000       1.00750e-17       1.00750e-17
  44.4000000       1.01000e-17       1.01000e-17
  44.5000000       1.01250e-17       1.01250e-17
  44.6000000       1.01500e-17       1.01500e-17
  44.7000000       1.01750e-17       1.01750e-17
  44.8000000       1.02000e-17       1.02000e-17
  44.9000000       1.02250e-17       1.02250e-17
  45.0000000       1.02500e-17       1.02500e-17
  45.1000000       1.02750e-17       1.02750e-17
  45.2000000       1.03000e-17       1.03000e-17
  45.3000000       1.03250e-17       1.03250e-17
  45.4000000       1.03500e-17       1.03500e-17
  45.5000000       1.03750e-17       1.03750e-17
  45.6000000       1.04000e-17       1.04000e-17
  45.7000000       1.04250e-17       1.04250e-17
  45.8000000       1.04500e-17       1.04500e-17
  45.9000000       1.04750e-17       1.04750e-17
  46.0000000       1.04988e-17       1.04988e-17
  46.1000000       1.05150e-17       1.05150e-17
  46.2000000       1.05300e-17       1.05300e-17
  46.3000000       1.05450e-17       1.05450e-17
  46.4000000       1.05600e-17       1.05600e-17
  46.5000000       1.05750e-17       1.05750e-17
  46.6000000       1.05900e-17       1.05900e-17
  46.7000000       1.06050e-17       1.06050e-17
  46.8000000       1.06200e-17       1.06200e-17
  46.9000000       1.06350e-17       1.06350e-17
  47.0000000       1.06500e-17       1.06500e-17
  47.1000000       1.06650e-17       1.06650e-17
  47.2000000       1.06800e-17       1.06800e-17
  47.3000000       1.06950e-17       1.06950e-17
  47.4000000       1.07100e-17       1.07100e-17
  47.5000000       1.07250e-17       1.07250e-17
  47.6000000       1.07400e-17       1.07400e-17
  47.7000000       1.07550e-17       1.07550e-17
  47.8000000       1.07700e-17       1.07700e-17
  47.9000000       1.07850e-17       1.07850e-17
  48.0000000       1.08006e-17       1.08006e-17
  48.1000000       1.08200e-17       1.08200e-17
  48.2000000       1.08400e-17       1.08400e-17
  48.3000000       1.08600e-17       1.08600e-17
  48.4000000       1.08800e-17       1.08800e-17
  48.5000000       1.09000e-17       1.09000e-17
  48.6000000       1.09200e-17       1.09200e-17
  48.7000000       1.09400e-17       1.09400e-17
  48.8000000       1.09600e-17       1.09600e-17
  48.9000000       1.09800e-17       1.09800e-17
  49.0000000       1.10000e-17       1.10000e-17
  49.1000000       1.10200e-17       1.10200e-17
  49.2000000       1.10400e-17       1.10400e-17
  49.3000000       1.10600e-17       1.10600e-17
  49.4000000       1.10800e-17       1.10800e-17
  49.5000000       1.11000e-17       1.11000e-17
  49.6000000       1.11200e-17       1.11200e-17
  49.7000000       1.11400e-17       1.11400e-17
  49.8000000       1.11600e-17       1.11600e-17
  49.9000000       1.11800e-17       1.11800e-17
  50.0000000       1.11994e-17       1.11994e-17
  50.1000000       1.12150e-17       1.12150e-17
  50.2000000       1.12300e-17       1.12300e-17
  50.3000000       1.12450e-17       1.12450e-17
  50.4000000       1.12600e-17       1.12600e-17
  50.5000000       1.12750e-17       1.12750e-17
  50.6000000       1.12900e-17       1.12900e-17
  50.7000000       1.13050e-17       1.13050e-17
  50.8000000       1.13200e-17       1.13200e-17
  50.9000000       1.13350e-17       1.13350e-17
  51.0000000       1.13500e-17       1.13500e-17
  51.1000000       1.13650e-17       1.13650e-17
  51.2000000       1.13800e-17       1.13800e-17
  51.3000000       1.13950e-17       1.13950e-17
  51.4000000       1.14100e-17       1.14100e-17
  51.5000000       1.14250e-17       1.14250e-17
  51.6000000       1.14400e-17       1.14400e-17
  51.7000000       1.14550e-17       1.14550e-17
  51.8000000       1.14700e-17       1.14700e-17
  51.9000000       1.14850e-17       1.14850e-17
  52.0000000       1.14994e-17       1.14994e-17
  52.1000000       1.15100e-17       1.15100e-17
  52.2000000       1.15200e-17       1.15200e-17
  52.3000000       1.15300e-17       1.15300e-17
  52.4000000       1.15400e-17       1.15400e-17
  52.5000000       1.15500e-17       1.15500e-17
  52.6000000       1.15600e-17       1.15600e-17
  52.7000000       1.15700e-17       1.15700e-17
  52.8000000       1.15800e-17       1.15800e-17
  52.9000000       1.15900e-17       1.15900e-17
  53.0000000       1.16000e-17       1.16000e-17
  53.1000000       1.16100e-17       1.16100e-17
  53.2000000       1.16200e-17       1.16200e-17
  53.3000000       1.16300e-17       1.16300e-17
  53.4000000       1.16400e-17       1.16400e-17
  53.5000000       1.16500e-17       1.16500e-17
  53.6000000       1.16600e-17       1.16600e-17
  53.7000000       1.16700e-17       1.16700e-17
  53.8000000       1.16800e-17       1.16800e-17
  53.9000000       1.16900e-17       1.16900e-17
  54.0000000       1.16994e-17       1.16994e-17
  54.1000000       1.17050e-17       1.17050e-17
  54.2000000       1.17100e-17       1.17100e-17
  54.3000000       1.17150e-17       1.17150e-17
  54.4000000       1.17200e-17       1.17200e-17
  54.5000000       1.17250e-17       1.17250e-17
  54.6000000       1.17300e-17       1.17300e-17
  54.7000000       1.17350e-17       1.17350e-17
  54.8000000       1.17400e-17       1.17400e-17
  54.9000000       1.17450e-17       1.17450e-17
  55.0000000       1.17500e-17       1.17500e-17
  55.1000000       1.17550e-17       1.17550e-17
  55.2000000       1.17600e-17       1.17600e-17
  55.3000000       1.17650e-17       1.17650e-17
  55.4000000       1.17700e-17       1.17700e-17
  55.5000000       1.17750e-17       1.17750e-17
  55.6000000       1.17800e-17       1.17800e-17
  55.7000000       1.17850e-17       1.17850e-17
  55.8000000       1.17900e-17       1.17900e-17
  55.9000000       1.17950e-17       1.17950e-17
  56.0000000       1.17994e-17       1.17994e-17
  56.1000000       1.18000e-17       1.18000e-17
  56.2000000       1.18000e-17       1.18000e-17
  56.3000000       1.18000e-17       1.18000e-17
  56.4000000       1.18000e-17       1.18000e-17
  56.5000000       1.18000e-17       1.18000e-17
  56.6000000       1.18000e-17       1.18000e-17
  56.7000000       1.18000e-17       1.18000e-17
  56.8000000       1.18000e-17       1.18000e-17
  56.9000000       1.18000e-17       1.18000e-17
  57.0000000       1.18000e-17       1.18000e-17
  57.1000000       1.18000e-17       1.18000e-17
  57.2000000       1.18000e-17       1.18000e-17
  57.3000000       1.18000e-17       1.18000e-17
  57.4000000       1.18000e-17       1.18000e-17
  57.5000000       1.18000e-17       1.18000e-17
  57.6000000       1.18000e-17       1.18000e-17
  57.7000000       1.18000e-17       1.18000e-17
  57.8000000       1.18000e-17       1.18000e-17
  57.9000000       1.18000e-17       1.18000e-17
  58.0000000       1.17994e-17       1.17994e-17
  58.1000000       1.17950e-17       1.17950e-17
  58.2000000       1.17900e-17       1.17900e-17
  58.3000000       1.17850e-17       1.17850e-17
  58.4000000       1.17800e-17       1.17800e-17
  58.5000000       1.17750e-17       1.17750e-17
  58.6000000       1.17700e-17       1.17700e-17
  58.7000000       1.17650e-17       1.17650e-17
  58.8000000       1.17600e-17       1.17600e-17
  58.9000000       1.17550e-17       1.17550e-17
  59.0000000       1.17500e-17       1.17500e-17
  59.1000000       1.17450e-17       1.17450e-17
  59.2000000       1.17400e-17       1.17400e-17
  59.3000000       1.17350e-17       1.17350e-17
  59.4000000       1.17300e-17       1.17300e-17
  59.5000000       1.17250e-17       1.17250e-17
  59.6000000       1.17200e-17       1.17200e-17
  59.7000000       1.17150e-17       1.17150e-17
  59.8000000       1.17100e-17       1.17100e-17
  59.9000000       1.17050e-17       1.17050e-17
  60.0000000       1.16994e-17       1.16994e-17
  60.1000000       1.16900e-17       1.16900e-17
  60.2000000       1.16800e-17       1.16800e-17
  60.3000000       1.16700e-17       1.16700e-17
  60.4000000       1.16600e-17       1.16600e-17
  60.5000000       1.16500e-17       1.16500e-17
  60.6000000       1.16400e-17       1.16400e-17
  60.7000000       1.16300e-17       1.16300e-17
  60.8000000       1.16200e-17       1.16200e-17
  60.9000000       1.16100e-17       1.16100e-17
  61.0000000       1.17047e-17       1.17047e-17
  61.1000000       1.24279e-17       1.24279e-17
  61.2000000       1.52016e-17       1.52016e-17
  61.3000000       1.48929e-17       1.48929e-17
  61.4000000       1.19503e-17       1.19503e-17
  61.5000000       1.13811e-17       1.13811e-17
  61.6000000       1.14782e-17       1.14782e-17
  61.7000000       1.15754e-17       1.15754e-17
  61.8000000       1.17481e-17       1.17481e-17
  61.9000000       1.41131e-17       1.41131e-17
  62.0000000       1.24792e-17       1.24792e-17
  62.1000000       1.00139e-17       1.00139e-17
  62.2000000       9.62729e-18       9.62729e-18
  62.3000000       1.06301e-17       1.06301e-17
  62.4000000       1.45966e-17       1.45966e-17
  62.5000000       1.27442e-17       1.27442e-17
  62.6000000       1.20793e-17       1.20793e-17
  62.7000000       1.18508e-17       1.18508e-17
  62.8000000       1.16222e-17       1.16222e-17
  62.9000000       1.13936e-17       1.13936e-17
  63.0000000       1.11650e-17       1.11650e-17
  63.1000000       1.27308e-17       1.27308e-17
  63.2000000       1.68508e-17       1.68508e-17
  63.3000000       1.38525e-17       1.38525e-17
  63.4000000       1.32450e-17       1.32450e-17
  63.5000000       1.30670e-17       1.30670e-17
  63.6000000       1.29181e-17       1.29181e-17
  63.7000000       1.27691e-17       1.27691e-17
  63.8000000       1.26201e-17       1.26201e-17
  63.9000000       1.24712e-17       1.24712e-17
  64.0000000       1.23222e-17       1.23222e-17
  64.1000000       1.21732e-17       1.21732e-17
  64.2000000       1.20243e-17       1.20243e-17
  64.3000000       1.18020e-17       1.18020e-17
  64.4000000       1.10697e-17       1.10697e-17
  64.5000000       1.02396e-17       1.02396e-17
  64.6000000       9.40942e-18       9.40942e-18
  64.7000000       1.36804e-17       1.36804e-17
  64.8000000       1.74861e-17       1.74861e-17
  64.9000000       1.35792e-17       1.35792e-17
  65.0000000       1.31258e-17       1.31258e-17
  65.1000000       1.30570e-17       1.30570e-17
  65.2000000       1.29960e-17       1.29960e-17
  65.3000000       1.29350e-17       1.29350e-17
  65.4000000       1.28740e-17       1.28740e-17
  65.5000000       1.28130e-17       1.28130e-17
  65.6000000       1.27798e-17       1.27798e-17
  65.7000000       1.27879e-17       1.27879e-17
  65.8000000       1.27964e-17       1.27964e-17
  65.9000000       1.28049e-17       1.28049e-17
  66.0000000       1.28135e-17       1.28135e-17
  66.1000000       1.28220e-17       1.28220e-17
  66.2000000       1.28305e-17       1.28305e-17
  66.3000000       1.28390e-17       1.28390e-17
  66.4000000       1.28475e-17       1.28475e-17
  66.5000000       1.28561e-17       1.28561e-17
  66.6000000       1.28643e-17       1.28643e-17
  66.7000000       1.28667e-17       1.28667e-17
  66.8000000       1.28667e-17       1.28667e-17
  66.9000000       1.28667e-17       1.28667e-17
  67.0000000       1.28667e-17       1.28667e-17
  67.1000000       1.28667e-17       1.28667e-17
  67.2000000       1.28667e-17       1.28667e-17
  67.3000000       1.28667e-17       1.28667e-17
  67.4000000       1.28667e-17       1.28667e-17
  67.5000000       1.28667e-17       1.28667e-17
  67.6000000       1.28635e-17       1.28635e-17
  67.7000000       1.28518e-17       1.28518e-17
  67.8000000       1.28397e-17       1.28397e-17
  67.9000000       1.28275e-17       1.28275e-17
  68.0000000       1.28154e-17       1.28154e-17
  68.1000000       1.28032e-17       1.28032e-17
  68.2000000       1.27911e-17       1.27911e-17
  68.3000000       1.27744e-17       1.27744e-17
  68.4000000       1.26635e-17       1.26635e-17
  68.5000000       1.25155e-17       1.25155e-17
  68.6000000       1.23675e-17       1.23675e-17
  68.7000000       1.22195e-17       1.22195e-17
  68.8000000       1.18529e-17       1.18529e-17
  68.9000000       1.12445e-17       1.12445e-17
  69.0000000       1.00650e-17       1.00650e-17
  69.1000000       8.78141e-18       8.78141e-18
  69.2000000       1.48028e-17       1.48028e-17
  69.3000000       3.00414e-17       3.00414e-17
  69.4000000       2.61409e-17       2.61409e-17
  69.5000000       2.12487e-17       2.12487e-17
  69.6000000       1.93104e-17       1.93104e-17
  69.7000000       1.78167e-17       1.78167e-17
  69.8000000       1.70895e-17       1.70895e-17
  69.9000000       1.63805e-17       1.63805e-17
  70.0000000       1.40343e-17       1.40343e-17
  70.1000000       1.34300e-17       1.34300e-17
  70.2000000       1.33600e-17       1.33600e-17
  70.3000000       1.32900e-17       1.32900e-17
  70.4000000       1.32200e-17       1.32200e-17
  70.5000000       1.31500e-17       1.31500e-17
  70.6000000       1.30800e-17       1.30800e-17
  70.7000000       1.30100e-17       1.30100e-17
  70.8000000       1.29400e-17       1.29400e-17
  70.9000000       1.28700e-17       1.28700e-17
  71.0000000       1.28000e-17       1.28000e-17
  71.1000000       1.27300e-17       1.27300e-17
  71.2000000       1.26600e-17       1.26600e-17
  71.3000000       1.25900e-17       1.25900e-17
  71.4000000       1.25200e-17       1.25200e-17
  71.5000000       1.24500e-17       1.24500e-17
  71.6000000       1.23800e-17       1.23800e-17
  71.7000000       1.23100e-17       1.23100e-17
  71.8000000       1.22400e-17       1.22400e-17
  71.9000000       1.21700e-17       1.21700e-17
  72.0000000       1.21056e-17       1.21056e-17
  72.1000000       1.20750e-17       1.20750e-17
  72.2000000       1.20500e-17       1.20500e-17
  72.3000000       1.20250e-17       1.20250e-17
  72.4000000       1.20000e-17       1.20000e-17
  72.5000000       1.19750e-17       1.19750e-17
  72.6000000       1.19500e-17       1.19500e-17
  72.7000000       1.19250e-17       1.19250e-17
  72.8000000       1.19000e-17       1.19000e-17
  72.9000000       1.18750e-17       1.18750e-17
  73.0000000       1.18500e-17       1.18500e-17
  73.1000000       1.18250e-17       1.18250e-17
  73.2000000       1.18000e-17       1.18000e-17
  73.3000000       1.17750e-17       1.17750e-17
  73.4000000       1.17500e-17       1.17500e-17
  73.5000000       1.17250e-17       1.17250e-17
  73.6000000       1.17000e-17       1.17000e-17
  73.7000000       1.16750e-17       1.16750e-17
  73.8000000       1.16500e-17       1.16500e-17
  73.9000000       1.16250e-17       1.16250e-17
  74.0000000       1.16019e-17       1.16019e-17
  74.1000000       1.15900e-17       1.15900e-17
  74.2000000       1.15800e-17       1.15800e-17
  74.3000000       1.15700e-17       1.15700e-17
  74.4000000       1.15600e-17       1.15600e-17
  74.5000000       1.15500e-17       1.15500e-17
  74.6000000       1.15400e-17       1.15400e-17
  74.7000000       1.15300e-17       1.15300e-17
  74.8000000       1.15200e-17       1.15200e-17
  74.9000000       1.15100e-17       1.15100e-17
  75.0000000       1.15000e-17       1.15000e-17
  75.1000000       1.14900e-17       1.14900e-17
  75.2000000       1.14800e-17       1.14800e-17
  75.3000000       1.14700e-17       1.14700e-17
  75.4000000       1.14600e-17       1.14600e-17
  75.5000000       1.14500e-17       1.14500e-17
  75.6000000       1.14400e-17       1.14400e-17
  75.7000000       1.14300e-17       1.14300e-17
  75.8000000       1.14200e-17       1.14200e-17
  75.9000000       1.14100e-17       1.14100e-17
  76.0000000       1.13994e-17       1.13994e-17
  76.1000000       1.13850e-17       1.13850e-17
  76.2000000       1.13700e-17       1.13700e-17
  76.3000000       1.13550e-17       1.13550e-17
  76.4000000       1.13400e-17       1.13400e-17
  76.5000000       1.13250e-17       1.13250e-17
  76.6000000       1.13100e-17       1.13100e-17
  76.7000000       1.12950e-17       1.12950e-17
  76.8000000       1.12800e-17       1.12800e-17
  76.9000000       1.12650e-17       1.12650e-17
  77.0000000       1.12500e-17       1.12500e-17
  77.1000000       1.12350e-17       1.12350e-17
  77.2000000       1.12200e-17       1.12200e-17
  77.3000000       1.12050e-17       1.12050e-17
  77.4000000       1.11900e-17       1.11900e-17
  77.5000000       1.11750e-17       1.11750e-17
  77.6000000       1.11600e-17       1.11600e-17
  77.7000000       1.11450e-17       1.11450e-17
  77.8000000       1.11300e-17       1.11300e-17
  77.9000000       1.11150e-17       1.11150e-17
  78.0000000       1.11000e-17       1.11000e-17
  78.1000000       1.10850e-17       1.10850e-17
  78.2000000       1.10700e-17       1.10700e-17
  78.3000000       1.10550e-17       1.10550e-17
  78.4000000       1.10400e-17       1.10400e-17
  78.5000000       1.10250e-17       1.10250e-17
  78.6000000       1.10100e-17       1.10100e-17
  78.7000000       1.09950e-17       1.09950e-17
  78.8000000       1.09800e-17       1.09800e-17
  78.9000000       1.09650e-17       1.09650e-17
  79.0000000       1.09500e-17       1.09500e-17
  79.1000000       1.09350e-17       1.09350e-17
  79.2000000       1.09200e-17       1.09200e-17
  79.3000000       1.09050e-17       1.09050e-17
  79.4000000       1.08900e-17       1.08900e-17
  79.5000000       1.08750e-17       1.08750e-17
  79.6000000       1.08600e-17       1.08600e-17
  79.7000000       1.08450e-17       1.08450e-17
  79.8000000       1.08300e-17       1.08300e-17
  79.9000000       1.08150e-17       1.08150e-17
  80.0000000       1.08006e-17       1.08006e-17
  80.1000000       1.07900e-17       1.07900e-17
  80.2000000       1.07800e-17       1.07800e-17
  80.3000000       1.07700e-17       1.07700e-17
  80.4000000       1.07600e-17       1.07600e-17
  80.5000000       1.07500e-17       1.07500e-17
  80.6000000       1.07400e-17       1.07400e-17
  80.7000000       1.07300e-17       1.07300e-17
  80.8000000       1.07200e-17       1.07200e-17
  80.9000000       1.07100e-17       1.07100e-17
  81.0000000       1.07000e-17       1.07000e-17
  81.1000000       1.06900e-17       1.06900e-17
  81.2000000       1.06800e-17       1.06800e-17
  81.3000000       1.06700e-17       1.06700e-17
  81.4000000       1.06600e-17       1.06600e-17
  81.5000000       1.06500e-17       1.06500e-17
  81.6000000       1.06400e-17       1.06400e-17
  81.7000000       1.06300e-17       1.06300e-17
  81.8000000       1.06200e-17       1.06200e-17
  81.9000000       1.06100e-17       1.06100e-17
  82.0000000       1.05987e-17       1.05987e-17
  82.1000000       1.05800e-17       1.05800e-17
