1.003516998827667, 8.443933759306848
1.0070339976553342, 8.099570662174019
1.0211019929660026, 7.708873240530112
1.0562719812426735, 7.371202534102467
1.1125439624853457, 7.139538675341413
1.2286049237983585, 6.861649185189786
1.3692848769050419, 6.636794174048742
1.689331770222744, 6.28650730184856
1.8159437280187576, 6.180826533543474
2.0762016412661204, 6.009215623859693
2.610785463071513, 5.745495058344914
3.3352872215709266, 5.502061287392374
3.9261430246189932, 5.351047724043695
4.439624853458383, 5.239598456557689
