4.465770171149143, -16.071005917159763
4.223716381418092, -16
3.7689486552567226, -15.881656804733728
2.7347188264058664, -15.526627218934912
2.19926650366748, -15.278106508875739
2.1112469437652797, -15.218934911242602
1.8691931540342281, -15.053254437869821
1.5171149144254263, -14.745562130177515
1.3924205378973085, -14.603550295857987
1.216381418092908, -14.34319526627219
1.080684596577015, -14.059171597633135
1.0256723716381408, -13.8698224852071
1.014669926650365, -13.65680473372781
1.0073349633251807, -13.242603550295858
